-- Logs begin at Thu 2023-09-28 15:29:55 UTC, end at Fri 2023-09-29 06:23:45 UTC. --
Sep 29 06:12:38 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 29 06:12:38 ubuntu dstat.sh[108377]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 29 06:12:38 ubuntu dstat.sh[108377]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 29 06:19:16 ubuntu dstat.sh[108377]: 29-09 06:19:16| 17   9  69   4   0|2248M  124M  191M 5157M|  12k 1725 |3077k 1300k|58.0  13.0 |2265  3334 |1.20 1.70 1.17|1.0   0  50|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:17 ubuntu dstat.sh[108377]: 29-09 06:19:17| 27   5  67   1   0|2262M  152M  191M 5117M|  18k 1622 |4101B 2760k|1.00  60.1 |1668  2062 |1.20 1.70 1.17|1.0 1.0 6.0|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:18 ubuntu dstat.sh[108377]: 29-09 06:19:18| 15   8  68   7   0|2216M  243M  191M 5071M|  24k 1617 | 395k 2340k|38.9   196 |2231  2830 |1.20 1.70 1.17|1.0   0  84|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:19 ubuntu dstat.sh[108377]: 29-09 06:19:19| 15  15  67   2   0|2196M  261M  191M 5073M|  12k 1614 |1626k   12k|38.9  1.99 |2824  5851 |1.19 1.68 1.17|1.0   0 238|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:20 ubuntu dstat.sh[108377]: 29-09 06:19:20| 19  12  67   2   0|2207M  249M  191M 5073M|  15k 1572 | 269k    0 |13.1     0 |3261  6468 |1.19 1.68 1.17|  0   0  75|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:21 ubuntu dstat.sh[108377]: 29-09 06:19:21|  1   1  97   0   0|2207M  248M  191M 5073M|  11k 1619 |   0   288k|   0  2.00 |1266  1923 |1.19 1.68 1.17|  0   0 3.0|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:22 ubuntu dstat.sh[108377]: 29-09 06:19:22|  2   1  97   0   0|2208M  248M  191M 5073M|  13k 1621 |   0     0 |   0     0 |1283  1946 |1.19 1.68 1.17|  0   0 2.0|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:23 ubuntu dstat.sh[108377]: 29-09 06:19:23|  2   1  97   0   0|2208M  248M  191M 5073M|  11k 1615 |   0     0 |   0     0 |1261  1932 |1.19 1.68 1.17|  0   0 2.0|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:24 ubuntu dstat.sh[108377]: 29-09 06:19:24|  2   4  92   0   0|2205M  251M  191M 5073M|  13k 1623 |   0     0 |   0     0 |1828  2964 |1.09 1.66 1.16|3.0   0  45|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:25 ubuntu dstat.sh[108377]: 29-09 06:19:25| 21  19  58   0   0|2195M  260M  191M 5074M|9199  1617 | 200k    0 |3.00     0 |5813    12k|1.09 1.66 1.16|1.0   0 200|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:26 ubuntu dstat.sh[108377]: 29-09 06:19:26| 19  21  58   0   0|2219M  236M  191M 5074M|  12k 1622 |  28k   72k|2.00  3.00 |5271  9293 |1.09 1.66 1.16|1.0   0 280|   0     0 |   0     0 | 18   34    0    9    0
Sep 29 06:19:27 ubuntu dstat.sh[108377]: 29-09 06:19:27| 20  16  61   1   0|2196M  258M  191M 5075M|  20k 3022 |1056k 4094B|30.0  1.00 |4786  8226 |1.09 1.66 1.16|3.0   0 215|   0     0 |   0     0 | 18   35    0    9    0
Sep 29 06:19:28 ubuntu dstat.sh[108377]: 29-09 06:19:28| 17  16  66   1   0|2217M  236M  191M 5075M|  10k 1719 |4093B 4089k|1.00   349 |4911  7069 |1.09 1.66 1.16|  0   0 186|   0     0 |   0     0 | 18   35    0    9    0
Sep 29 06:19:29 ubuntu dstat.sh[108377]: 29-09 06:19:29|  8  14  77   0   0|2199M  254M  191M 5076M|  11k 1724 |   0   281k|   0  13.0 |3577  6505 |1.08 1.65 1.16|1.0   0 177|   0     0 |   0     0 | 20   35    0    9    0
Sep 29 06:19:30 ubuntu dstat.sh[108377]: 29-09 06:19:30| 21  16  63   0   0|2220M  233M  191M 5075M|  38k   26k|   0     0 |   0     0 |4344  6763 |1.08 1.65 1.16|2.0   0 164|   0     0 |   0     0 | 20   37    0    9    0
Sep 29 06:19:31 ubuntu dstat.sh[108377]: 29-09 06:19:31| 12  17  69   0   0|2220M  233M  191M 5075M|  13k 1604 |  12k   12k|1.00  3.00 |3008  4857 |1.08 1.65 1.16|1.0   0 353|   0     0 |   0     0 | 20   37    0    9    0
Sep 29 06:19:32 ubuntu dstat.sh[108377]: 29-09 06:19:32| 17  17  65   0   1|2196M  256M  191M 5076M|  15k 1747 |   0    20k|   0  5.00 |3570  5807 |1.08 1.65 1.16|1.0   0 215|   0     0 |   0     0 | 20   37    0    9    0
Sep 29 06:19:33 ubuntu dstat.sh[108377]: 29-09 06:19:33| 30  20  49   0   0|2242M  211M  191M 5076M|  12k 1686 |8193B  524k|1.00  11.0 |4361  6989 |1.08 1.65 1.16|3.0   0 323|   0     0 |   0     0 | 20   37    0    9    0
Sep 29 06:19:34 ubuntu dstat.sh[108377]: 29-09 06:19:34| 41  20  37   0   0|2278M  174M  191M 5076M|  12k 3356 |   0   228k|   0  4.99 |4115  8923 |2.04 1.83 1.22|4.0   0  72|   0     0 |   0     0 | 20   37    0   10    0
Sep 29 06:19:35 ubuntu dstat.sh[108377]: 29-09 06:19:35| 32  11  42  15   0|2336M  122M  191M 5070M|  11k 1623 |7496k   46M| 301   188 |3915  6517 |2.04 1.83 1.22|3.0 1.0  57|   0     0 |   0     0 | 20   37    0   10    0
Sep 29 06:19:36 ubuntu dstat.sh[108377]: 29-09 06:19:36| 24   8  61   4   0|2392M  128M  191M 5009M| 137k  129k| 228k 2183k|19.0   187 |3251  4918 |2.04 1.83 1.22|1.0   0  15|   0     0 |   0     0 | 20   45    1   15    0
Sep 29 06:19:37 ubuntu dstat.sh[108377]: 29-09 06:19:37| 22   6  71   0   0|2405M  175M  191M 4951M|  12k 1787 |  60k    0 |6.01     0 |1718  2349 |2.04 1.83 1.22|2.0   0 7.0|   0     0 |   0     0 | 20   45    1   15    0
Sep 29 06:19:38 ubuntu dstat.sh[108377]: 29-09 06:19:38| 23   3  72   0   0|2442M  138M  191M 4951M|9249  1617 |  12k    0 |3.00     0 |1426  2022 |2.04 1.83 1.22|1.0   0 1.0|   0     0 |   0     0 | 20   45    1   15    0
Sep 29 06:19:39 ubuntu dstat.sh[108377]: 29-09 06:19:39| 24  19  53   3   0|2390M  203M  191M 4940M|  23k 6126 | 352k 4293k|21.0   295 |7213    16k|1.96 1.82 1.22|2.0   0 217|   0     0 |   0     0 | 20   43    1   15    2
Sep 29 06:19:40 ubuntu dstat.sh[108377]: 29-09 06:19:40| 23  20  56   0   0|2411M  180M  191M 4939M|  36k   27k|  68k 4096B|4.00  1.00 |4880  8580 |1.96 1.82 1.22|  0   0 176|   0     0 |   0     0 | 19   43    1   16    2
Sep 29 06:19:41 ubuntu dstat.sh[108377]: 29-09 06:19:41| 20  21  56   0   0|2436M  155M  191M 4940M|9488  1608 |   0     0 |   0     0 |5592    12k|1.96 1.82 1.22|1.0   0 206|   0     0 |   0     0 | 20   43    1   16    2
Sep 29 06:19:42 ubuntu dstat.sh[108377]: 29-09 06:19:42| 33  24  44   0   0|2436M  155M  191M 4940M|  39k   28k|4097B    0 |1.00     0 |5804    12k|1.96 1.82 1.22|2.0   0 255|   0     0 |   0     0 | 20   37    1   18    4
Sep 29 06:19:43 ubuntu dstat.sh[108377]: 29-09 06:19:43| 20  18  62   0   0|2436M  155M  191M 4940M| 113k  101k|   0     0 |   0     0 |4792  8265 |1.96 1.82 1.22|1.0   0 208|   0     0 |   0     0 | 20   45    1   19    4
Sep 29 06:19:44 ubuntu dstat.sh[108377]: 29-09 06:19:44| 12   9  77   0   0|2434M  156M  191M 4940M|  12k 1620 |   0    88k|   0  4.00 |2625  5756 |1.96 1.82 1.23|2.0   0  43|   0     0 |   0     0 | 20   45    1   19    4
Sep 29 06:19:45 ubuntu dstat.sh[108377]: 29-09 06:19:45| 30  15  52   1   0|2249M  341M  191M 4940M|  13k 2452 |  76k  280k|8.00  4.00 |2562  4269 |1.96 1.82 1.23|4.0   0 258|   0     0 |   0     0 | 20   37    1   25    0
Sep 29 06:19:46 ubuntu dstat.sh[108377]: 29-09 06:19:46| 31  21  47   0   0|2300M  290M  191M 4940M|9480  1722 |4092B 4092B|1.00  1.00 |3086  4799 |1.96 1.82 1.23|3.0   0 358|   0     0 |   0     0 | 20   37    1   25    0
Sep 29 06:19:47 ubuntu dstat.sh[108377]: 29-09 06:19:47| 44  23  32   0   0|2361M  229M  191M 4941M| 138k  130k|   0    44k|   0  11.0 |3414  7056 |1.96 1.82 1.23|4.0   0 298|   0     0 |   0     0 | 20   45    1   30    0
Sep 29 06:19:48 ubuntu dstat.sh[108377]: 29-09 06:19:48| 45  21  33   0   0|2409M  180M  191M 4941M|  10k 1806 | 539k    0 |7.98     0 |4463  8199 |1.96 1.82 1.23|3.0   0 221|   0     0 |   0     0 | 20   45    1   30    0
Sep 29 06:19:49 ubuntu dstat.sh[108377]: 29-09 06:19:49| 44   8  47   1   0|2512M  128M  191M 4892M|  11k 1997 |   0  4775k|   0   436 |2592  2701 |1.96 1.83 1.23|3.0   0 7.0|   0     0 |   0     0 | 20   44    1   31    0
Sep 29 06:19:50 ubuntu dstat.sh[108377]: 29-09 06:19:50| 35   8  56   0   0|2554M  130M  191M 4849M|8462  1710 |4091B  284k|1.00  3.00 |2623  5225 |1.96 1.83 1.23|4.0   0 4.0|   0     0 |   0     0 | 20   44    1   31    0
Sep 29 06:19:51 ubuntu dstat.sh[108377]: 29-09 06:19:51| 22   4  71   4   0|2594M  126M  192M 4813M|  18k 7301 |1092k    0 |68.0     0 |1760  2380 |1.96 1.83 1.23|1.0   0 6.0|   0     0 |   0     0 | 20   46    1   31    0
Sep 29 06:19:52 ubuntu dstat.sh[108377]: 29-09 06:19:52| 13   3  55  26   0|2605M  126M  192M 4802M| 170k  160k|8193B 6437k|2.00   406 |4179  7855 |1.96 1.83 1.23|  0 1.0 4.0|   0     0 |   0     0 | 20   46    1   31    0
Sep 29 06:19:53 ubuntu dstat.sh[108377]: 29-09 06:19:53| 16   3  52  26   1|2605M  143M  192M 4786M| 238k  218k|   0    13M|   0   385 |4715  8368 |1.96 1.83 1.23|1.0 1.0 3.0|   0     0 |   0     0 | 20   46    1   31    0
Sep 29 06:19:54 ubuntu dstat.sh[108377]: 29-09 06:19:54| 26   4  52  18   0|2605M  137M  192M 4793M| 475k  466k|   0  8650k|   0   328 |5780  9754 |2.05 1.85 1.24|1.0 1.0 6.0|   0     0 |   0     0 | 20   46    1   31    0
Sep 29 06:19:55 ubuntu dstat.sh[108377]: 29-09 06:19:55| 20   8  59  12   0|2648M  117M  192M 4770M| 165k  154k|  32k 6736k|2.98   397 |3972  9277 |2.05 1.85 1.24|9.0 1.0  11|   0     0 |   0     0 | 21   52    1   34    0
Sep 29 06:19:56 ubuntu dstat.sh[108377]: 29-09 06:19:56| 38  25  32   4   0|2724M  131M  191M 4681M| 318k  303k|  12k   12M|1.01   741 |7963    14k|2.05 1.85 1.24|2.0 2.0 368|   0     0 |   0     0 | 21   71    1   39    0
Sep 29 06:19:57 ubuntu dstat.sh[108377]: 29-09 06:19:57| 12  20  67   0   0|2723M  132M  191M 4681M|  11k 3075 |   0  1441k|   0  90.0 |3294  5177 |2.05 1.85 1.24|1.0   0 323|   0     0 |   0     0 | 21   71    1   39    0
Sep 29 06:19:58 ubuntu dstat.sh[108377]: 29-09 06:19:58| 19  17  62   0   0|2725M  128M  191M 4681M|  15k 1997 |   0    12k|   0  3.00 |4654  9390 |2.05 1.85 1.24|1.0   0 172|   0     0 |   0     0 | 21   71    1   39    0
Sep 29 06:19:59 ubuntu dstat.sh[108377]: 29-09 06:19:59| 33  14  49   4   0|2779M  130M  191M 4627M|  12k 1980 |1023k    0 |63.9     0 |3084  4533 |2.52 1.95 1.28|2.0   0 145|   0     0 |   0     0 | 21   72    1   39    0
Sep 29 06:20:00 ubuntu dstat.sh[108377]: 29-09 06:20:00| 45   7  48   0   0|2854M  132M  191M 4551M|  11k 1514 |   0   256k|   0  10.0 |1842  2268 |2.52 1.95 1.28|2.0   0   0|   0     0 |   0     0 | 21   72    1   39    0
Sep 29 06:20:01 ubuntu dstat.sh[108377]: 29-09 06:20:01| 36   8  47   7   0|2897M  130M  191M 4510M|  69k   60k| 416k 6512k|16.0   475 |3583  4511 |2.52 1.95 1.28|2.0   0  24|   0     0 |   0     0 | 21   75    1   40    0
Sep 29 06:20:02 ubuntu dstat.sh[108377]: 29-09 06:20:02| 11  16  70   0   0|2898M  130M  191M 4510M|  11k 1566 |   0   180k|   0  9.00 |3150  5133 |2.52 1.95 1.28|2.0   0 337|   0     0 |   0     0 | 21   75    1   38    0
Sep 29 06:20:03 ubuntu dstat.sh[108377]: 29-09 06:20:03| 10  18  70   0   0|2897M  130M  191M 4510M|  10k 1906 |   0   156k|   0  10.0 |3198  4958 |2.52 1.95 1.28|1.0   0 333|   0     0 |   0     0 | 21   75    1   38    0
Sep 29 06:20:04 ubuntu dstat.sh[108377]: 29-09 06:20:04| 10  18  69   2   1|2903M  124M  191M 4510M|  12k 3360 | 144k  180k|12.0  11.0 |3159  5227 |2.40 1.93 1.28|1.0   0 301|   0     0 |   0     0 | 21   75    1   34    0
Sep 29 06:20:05 ubuntu dstat.sh[108377]: 29-09 06:20:05| 24   4  70   2   0|2942M  131M  191M 4465M|  14k 6363 | 368k  160k|20.0  19.0 |1780  2369 |2.40 1.93 1.28|2.0   0 2.0|   0     0 |   0     0 | 21   77    1   34    0
Sep 29 06:20:06 ubuntu dstat.sh[108377]: 29-09 06:20:06| 32   5  62   1   0|2962M  134M  191M 4443M| 480k  471k|  48k  436k|2.00  54.0 |3434  6432 |2.40 1.93 1.28|1.0   0 7.0|   0     0 |   0     0 | 21   95    1   34    0
Sep 29 06:20:07 ubuntu dstat.sh[108377]: 29-09 06:20:07| 21   7  71   1   0|2930M  165M  191M 4443M|  23k   14k| 364k    0 |25.0     0 |1849  2533 |2.40 1.93 1.28|1.0   0  65|   0     0 |   0     0 | 21   93    1   35    0
Sep 29 06:20:08 ubuntu dstat.sh[108377]: 29-09 06:20:08| 24   4  72   0   0|2966M  129M  191M 4443M|  99k   82k|4101B   48k|1.00  4.00 |1786  2724 |2.40 1.93 1.28|1.0   0   0|   0     0 |   0     0 | 21   93    1   35    0
Sep 29 06:20:09 ubuntu dstat.sh[108377]: 29-09 06:20:09| 25   2  71   1   0|2985M  133M  191M 4421M| 259k  251k| 128k  415k|6.99  35.9 |2453  4796 |2.29 1.92 1.27|2.0 1.0   0|   0     0 |   0     0 | 21   97    1   35    0
Sep 29 06:20:10 ubuntu dstat.sh[108377]: 29-09 06:20:10| 27   5  63   2   0|3008M  131M  190M 4400M| 387k  379k| 304k 1832k|15.0   204 |4101  7113 |2.29 1.92 1.27|2.0   0 6.0|   0     0 |   0     0 | 21   98    1   37    0
Sep 29 06:20:11 ubuntu dstat.sh[108377]: 29-09 06:20:11| 21   8  70   1   0|2983M  157M  190M 4400M|  20k   12k|  24k  568k|2.00  45.0 |2174  3395 |2.29 1.92 1.27|1.0   0 115|   0     0 |   0     0 | 21  102    1   37    0
Sep 29 06:20:12 ubuntu dstat.sh[108377]: 29-09 06:20:12| 25   3  72   0   0|3010M  129M  190M 4400M|  94k   86k|   0   448k|   0  28.0 |1803  2759 |2.29 1.92 1.27|1.0   0   0|   0     0 |   0     0 | 21  102    1   37    0
Sep 29 06:20:13 ubuntu dstat.sh[108377]: 29-09 06:20:13| 28   1  69   0   0|3018M  121M  190M 4400M| 505k  497k| 208k 1488k|13.0   140 |3379  5834 |2.29 1.92 1.27|1.0   0   0|   0     0 |   0     0 | 21  104    1   37    0
Sep 29 06:20:14 ubuntu dstat.sh[108377]: 29-09 06:20:14| 22   8  68   2   0|2980M  181M  190M 4379M| 175k  165k|  44k  607k|3.99  57.9 |2627  4220 |2.27 1.92 1.28|2.0   0  94|   0     0 |   0     0 | 21  102    1   37    0
Sep 29 06:20:15 ubuntu dstat.sh[108377]: 29-09 06:20:15| 23   4  72   1   0|3018M  143M  190M 4379M|  14k 1622 |  44k  360k|3.00  21.0 |1618  2081 |2.27 1.92 1.28|1.0   0   0|   0     0 |   0     0 | 21  102    1   37    0
Sep 29 06:20:16 ubuntu dstat.sh[108377]: 29-09 06:20:16| 26   3  69   0   0|3021M  140M  190M 4379M| 261k  251k|   0  1570k|   0  97.9 |2759  4447 |2.27 1.92 1.28|1.0   0 2.0|   0     0 |   0     0 | 21  106    1   39    0
Sep 29 06:20:17 ubuntu dstat.sh[108377]: 29-09 06:20:17| 22   7  70   0   0|3023M  138M  190M 4379M|  11k 1727 |   0   256k|   0  15.0 |1805  2576 |2.27 1.92 1.28|3.0   0  59|   0     0 |   0     0 | 21  106    1   39    0
Sep 29 06:20:18 ubuntu dstat.sh[108377]: 29-09 06:20:18| 28   5  65   0   0|3024M  169M  190M 4348M|  96k   87k|  68k  156k|4.99  13.0 |2125  3170 |2.27 1.92 1.28|1.0   0   0|   0     0 |   0     0 | 21  109    1   39    0
Sep 29 06:20:19 ubuntu dstat.sh[108377]: 29-09 06:20:19| 21   5  71   0   0|2976M  217M  190M 4348M| 163k  156k|  80k    0 |5.00     0 |2280  3884 |2.16 1.90 1.28|2.0   0  52|   0     0 |   0     0 | 21  106    1   40    0
Sep 29 06:20:20 ubuntu dstat.sh[108377]: 29-09 06:20:20| 24   4  71   1   0|3019M  174M  190M 4348M|  10k 1567 |  72k  140k|3.00  11.0 |1785  2495 |2.16 1.90 1.28|2.0   0 1.0|   0     0 |   0     0 | 21  106    1   40    0
Sep 29 06:20:21 ubuntu dstat.sh[108377]: 29-09 06:20:21| 25   2  70   1   0|3024M  169M  190M 4348M| 270k  251k|  80k 1362k|5.01   103 |3301  5501 |2.16 1.90 1.28|1.0   0   0|   0     0 |   0     0 | 21  108    1   40    0
Sep 29 06:20:22 ubuntu dstat.sh[108377]: 29-09 06:20:22| 22   6  71   1   0|2983M  210M  190M 4348M| 101k   92k|   0   391k|   0  38.9 |2382  3526 |2.16 1.90 1.28|1.0   0  83|   0     0 |   0     0 | 21  106    1   41    0
Sep 29 06:20:23 ubuntu dstat.sh[108377]: 29-09 06:20:23| 23   4  73   0   0|3026M  167M  190M 4348M|  54k   45k|   0   228k|   0  18.0 |1934  2988 |2.16 1.90 1.28|1.0   0 1.0|   0     0 |   0     0 | 21  107    1   41    0
Sep 29 06:20:24 ubuntu dstat.sh[108377]: 29-09 06:20:24| 23   5  70   1   0|2969M  224M  190M 4348M| 211k  200k|   0  2869k|   0   267 |3266  4677 |2.15 1.90 1.28|2.0   0  46|   0     0 |   0     0 | 21  106    1   43    0
Sep 29 06:20:25 ubuntu dstat.sh[108377]: 29-09 06:20:25| 24   5  72   0   0|3021M  171M  190M 4348M|  12k 2797 |   0   228k|   0  20.0 |1756  2458 |2.15 1.90 1.28|2.0   0  15|   0     0 |   0     0 | 21  106    1   43    0
Sep 29 06:20:26 ubuntu dstat.sh[108377]: 29-09 06:20:26| 25   4  70   0   0|3027M  164M  190M 4348M| 244k  232k|4099B  228k|1.00  15.0 |2889  4693 |2.15 1.90 1.28|1.0   0   0|   0     0 |   0     0 | 21  108    1   43    0
Sep 29 06:20:27 ubuntu dstat.sh[108377]: 29-09 06:20:27| 26   5  62   4   0|2971M  220M  190M 4349M| 408k  399k|  48k 2651k|3.00   304 |4589  7993 |2.15 1.90 1.28|1.0   0  53|   0     0 |   0     0 | 21  108    1   44    0
Sep 29 06:20:28 ubuntu dstat.sh[108377]: 29-09 06:20:28| 24   3  71   0   0|3020M  171M  190M 4349M|  11k 1854 |   0   440k|   0  26.0 |1625  2215 |2.15 1.90 1.28|2.0   0 2.0|   0     0 |   0     0 | 21  108    1   44    0
Sep 29 06:20:29 ubuntu dstat.sh[108377]: 29-09 06:20:29| 26   3  71   0   0|3031M  161M  190M 4349M| 422k  413k|   0  2598k|   0   157 |3001  5222 |2.06 1.89 1.28|  0   0   0|   0     0 |   0     0 | 21  110    1   44    0
Sep 29 06:20:30 ubuntu dstat.sh[108377]: 29-09 06:20:30| 32   4  60   3   0|3040M  151M  190M 4349M| 762k  752k|  96k 5301k|5.00   390 |4700  7761 |2.06 1.89 1.28|2.0   0 1.0|   0     0 |   0     0 | 21  112    1   44    0
Sep 29 06:20:31 ubuntu dstat.sh[108377]: 29-09 06:20:31| 37   6  55   1   0|3026M  165M  190M 4349M| 275k  266k|   0   615k|   0  52.9 |2733  4362 |2.06 1.89 1.28|1.0   0  72|   0     0 |   0     0 | 21  111    1   46    0
Sep 29 06:20:32 ubuntu dstat.sh[108377]: 29-09 06:20:32| 26   3  70   1   0|3052M  139M  190M 4349M| 120k   99k|   0  2900k|   0   266 |2461  3380 |2.06 1.89 1.28|1.0   0   0|   0     0 |   0     0 | 21  114    1   46    0
Sep 29 06:20:33 ubuntu dstat.sh[108377]: 29-09 06:20:33| 23   6  69   2   0|2994M  197M  190M 4349M| 356k  330k|  16k 1157k|1.00   109 |3585  6606 |2.06 1.89 1.28|3.0   0  89|   0     0 |   0     0 | 21  111    1   47    0
Sep 29 06:20:34 ubuntu dstat.sh[108377]: 29-09 06:20:34| 22   7  70   0   0|3034M  157M  190M 4349M|  38k   26k|  20k  456k|1.00  22.0 |1905  2733 |1.97 1.87 1.28|1.0   0  61|   0     0 |   0     0 | 21  111    1   48    0
Sep 29 06:20:35 ubuntu dstat.sh[108377]: 29-09 06:20:35| 23   3  71   0   0|3051M  140M  190M 4349M| 170k  160k|   0   400k|   0  24.0 |2127  3734 |1.97 1.87 1.28|1.0   0   0|   0     0 |   0     0 | 21  114    1   47    0
Sep 29 06:20:36 ubuntu dstat.sh[108377]: 29-09 06:20:36| 26   4  69   0   0|3071M  120M  190M 4349M| 592k  578k| 160k  734k|2.01  64.2 |3134  5299 |1.97 1.87 1.28|1.0   0  17|   0     0 |   0     0 | 21  113    0   47    0
Sep 29 06:20:37 ubuntu dstat.sh[108377]: 29-09 06:20:37| 29   3  65   2   0|3080M  134M  190M 4328M| 818k  802k| 216k  898k|11.0  88.8 |3153  5222 |1.97 1.87 1.28|1.0   0 3.0|   0     0 |   0     0 | 21  115    0   42    0
Sep 29 06:20:38 ubuntu dstat.sh[108377]: 29-09 06:20:38| 37  12  49   2   0|3026M  187M  190M 4329M| 745k  734k| 408k 1653k|14.0   147 |4447  7739 |1.97 1.87 1.28|2.0   0 212|   0     0 |   0     0 | 21  113    0   43    0
Sep 29 06:20:39 ubuntu dstat.sh[108377]: 29-09 06:20:39| 29   9  57   3   0|3063M  150M  190M 4329M|  84k   73k| 340k  667k|17.0  43.9 |2904  8073 |1.98 1.88 1.28|2.0   0 110|   0     0 |   0     0 | 21  114    0   44    0
Sep 29 06:20:40 ubuntu dstat.sh[108377]: 29-09 06:20:40| 26   3  69   0   0|3085M  127M  190M 4329M| 138k  130k|   0   440k|   0  26.0 |2149  3505 |1.98 1.88 1.28|3.0   0   0|   0     0 |   0     0 | 21  117    0   44    0
Sep 29 06:20:41 ubuntu dstat.sh[108377]: 29-09 06:20:41| 20  10  69   1   1|3015M  198M  190M 4329M| 157k  150k|   0   420k|   0  23.0 |2694  4995 |1.98 1.88 1.28|1.0   0 134|   0     0 |   0     0 | 21  114    0   43    0
Sep 29 06:20:42 ubuntu dstat.sh[108377]: 29-09 06:20:42| 11  18  69   1   0|3014M  198M  190M 4329M|9687  1567 |   0  1321k|   0   142 |3389  5064 |1.98 1.88 1.28|2.0   0 357|   0     0 |   0     0 | 21  114    0   43    0
Sep 29 06:20:43 ubuntu dstat.sh[108377]: 29-09 06:20:43| 17  19  62   1   0|3020M  190M  190M 4331M|  20k 1907 | 880k 1896k|13.0   110 |4847  9342 |1.98 1.88 1.28| 18   0 203|   0     0 |   0     0 | 21  114    0   41    0
Sep 29 06:20:44 ubuntu dstat.sh[108377]: 29-09 06:20:44| 28  22  50   0   0|3061M  149M  190M 4330M|  16k 1814 |   0   144k|   0  12.0 |3260  6365 |1.90 1.86 1.28|2.0   0 303|   0     0 |   0     0 | 21  114    0   41    0
Sep 29 06:20:45 ubuntu dstat.sh[108377]: 29-09 06:20:45| 33  22  44   1   0|3098M  135M  190M 4310M|  13k 1689 |  40k  136k|4.01  14.0 |3230  5126 |1.90 1.86 1.28|2.0   0 371|   0     0 |   0     0 | 21  114    0   40    0
Sep 29 06:20:46 ubuntu dstat.sh[108377]: 29-09 06:20:46| 40  21  39   0   0|3116M  137M  189M 4289M|  69k   60k|4098B   12k|1.00  3.00 |4655    11k|1.90 1.86 1.28|2.0   0 163|   0     0 |   0     0 | 21  117    0   40    0
Sep 29 06:20:47 ubuntu dstat.sh[108377]: 29-09 06:20:47| 49  25  16   9   0|3237M  128M  188M 4181M|  95k   84k| 376k 7489k|14.0   662 |7231    14k|1.90 1.86 1.28|3.0   0 372|   0     0 |   0     0 | 23  126    0   34    0
Sep 29 06:20:48 ubuntu dstat.sh[108377]: 29-09 06:20:48| 60  22  16   0   1|3306M  153M  187M 4092M|  12k 1908 |  52k  252k|3.00  17.0 |3109  5636 |1.90 1.86 1.28|4.0   0 381|   0     0 |   0     0 | 23  126    0   34    0
Sep 29 06:20:49 ubuntu dstat.sh[108377]: 29-09 06:20:49| 62  22  16   0   0|3355M  122M  187M 4073M|  14k 6609 |  16k  268k|1.00  16.0 |6649    17k|1.99 1.88 1.29|5.0   0 154|   0     0 |   0     0 | 23  128    0   29    0
Sep 29 06:20:50 ubuntu dstat.sh[108377]: 29-09 06:20:50| 42  23  31   1   0|3439M  123M  187M 3991M|  77k   65k| 212k  663k|7.99  47.9 |5121    11k|1.99 1.88 1.29|2.0   0 386|   0     0 |   0     0 | 23  144    0   29    0
Sep 29 06:20:51 ubuntu dstat.sh[108377]: 29-09 06:20:51| 30  25  42   3   0|3478M  126M  186M 3951M|  16k 6306 | 377k  357k|27.1  25.0 |3444  5781 |1.99 1.88 1.29|2.0   0 409|   0     0 |   0     0 | 23  144    0   28    0
Sep 29 06:20:52 ubuntu dstat.sh[108377]: 29-09 06:20:52| 25  22  52   0   0|3489M  134M  186M 3932M|  22k 9683 |8183B  663k|2.00  43.0 |3689  6972 |1.99 1.88 1.29|1.0   0 318|   0     0 |   0     0 | 24  144    0   28    0
Sep 29 06:20:53 ubuntu dstat.sh[108377]: 29-09 06:20:53| 24  18  56   0   0|3512M  131M  186M 3914M|  13k 1868 |  12k    0 |1.00     0 |4593  8311 |1.99 1.88 1.29|3.0   0 164|   0     0 |   0     0 | 24  144    0   28    0
Sep 29 06:20:54 ubuntu dstat.sh[108377]: 29-09 06:20:54| 33  21  45   0   0|3556M  135M  185M 3868M|  14k 4059 |  24k   12k|1.00  3.00 |3266  5602 |1.91 1.87 1.29|2.0   0 356|   0     0 |   0     0 | 24  144    0   28    0
Sep 29 06:20:55 ubuntu dstat.sh[108377]: 29-09 06:20:55| 39  19  42   0   0|3593M  133M  185M 3834M| 116k  107k|  16k  264k|1.00  12.0 |3721  7817 |1.91 1.87 1.29|7.0   0 212|   0     0 |   0     0 | 24  150    0   28    0
