-- Logs begin at Mon 2022-12-12 19:29:47 UTC, end at Wed 2022-12-14 10:41:50 UTC. --
Dec 14 10:01:47 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Dec 14 10:01:48 ubuntu dstat.sh[83142]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Dec 14 10:01:48 ubuntu dstat.sh[83142]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Dec 14 10:03:26 ubuntu dstat.sh[83142]: 14-12 10:03:26| 85  10   4   0   0|1516M  380M  204M 5626M| 949k  944k|   0   516k|   0  48.0 |5527    14k|3.50 1.41 0.78|5.0   0  32|   0     0 |   0     0 |  9   34    0   38    0
Dec 14 10:03:27 ubuntu dstat.sh[83142]: 14-12 10:03:27| 84  13   2   0   0|1352M  544M  204M 5626M| 651k  645k|   0   420k|   0  32.0 |4360    11k|3.50 1.41 0.78|5.0   0 158|   0     0 |   0     0 |  9   34    0   38    0
Dec 14 10:03:28 ubuntu dstat.sh[83142]: 14-12 10:03:28| 89  10   1   0   0|1503M  392M  204M 5627M| 770k  764k|   0   340k|   0  29.0 |4727    10k|3.50 1.41 0.78|5.0   0 2.0|   0     0 |   0     0 |  9   36    0   38    0
Dec 14 10:03:29 ubuntu dstat.sh[83142]: 14-12 10:03:29| 78   9  12   0   0|1407M  488M  204M 5627M|1323k 1316k|   0   600k|   0  59.0 |5659    18k|3.50 1.41 0.78|7.0   0  41|   0     0 |   0     0 |  9   36    0   40    0
Dec 14 10:03:30 ubuntu dstat.sh[83142]: 14-12 10:03:30| 79  15   4   0   0|1387M  507M  204M 5627M| 835k  827k|   0   644k|   0  64.0 |5636    13k|3.50 1.41 0.78|4.0   0 228|   0     0 |   0     0 |  9   34    0   40    0
Dec 14 10:03:31 ubuntu dstat.sh[83142]: 14-12 10:03:31| 83  14   2   0   0|1448M  447M  204M 5627M| 668k  661k|   0   328k|   0  28.0 |4852  9240 |3.54 1.45 0.80|5.0   0  53|   0     0 |   0     0 |  9   35    0   39    0
Dec 14 10:03:32 ubuntu dstat.sh[83142]: 14-12 10:03:32| 80  15   4   0   0|1347M  548M  204M 5628M|1160k 1145k|   0   540k|   0  52.0 |7222    16k|3.54 1.45 0.80|5.0   0 112|   0     0 |   0     0 |  9   35    0   39    0
Dec 14 10:03:33 ubuntu dstat.sh[83142]: 14-12 10:03:33| 84  13   1   0   0|1372M  522M  204M 5628M| 209k  202k|   0   364k|   0  34.0 |2547  4377 |3.54 1.45 0.80|4.0   0  98|   0     0 |   0     0 |  9   34    0   39    0
Dec 14 10:03:34 ubuntu dstat.sh[83142]: 14-12 10:03:34| 81  11   8   0   0|1401M  493M  204M 5628M| 873k  867k|   0   480k|   0  49.9 |5512    12k|3.54 1.45 0.80|4.0   0  69|   0     0 |   0     0 |  9   36    0   40    0
Dec 14 10:03:35 ubuntu dstat.sh[83142]: 14-12 10:03:35| 82  11   6   0   0|1431M  462M  204M 5629M|1129k 1122k|   0   549k|   0  54.1 |6630    16k|3.54 1.45 0.80|4.0   0  63|   0     0 |   0     0 |  9   34    0   41    0
Dec 14 10:03:36 ubuntu dstat.sh[83142]: 14-12 10:03:36| 82  15   3   0   0|1362M  532M  204M 5629M| 504k  496k|   0   260k|   0  22.0 |4306  8339 |3.58 1.50 0.82|4.0   0 104|   0     0 |   0     0 |  9   35    0   42    0
Dec 14 10:03:37 ubuntu dstat.sh[83142]: 14-12 10:03:37| 84  12   2   0   0|1413M  480M  204M 5629M| 583k  578k|   0   256k|   0  20.0 |3427  8351 |3.58 1.50 0.82|4.0   0  77|   0     0 |   0     0 |  9   36    0   42    0
Dec 14 10:03:38 ubuntu dstat.sh[83142]: 14-12 10:03:38| 84  12   3   0   0|1398M  495M  204M 5629M| 444k  438k|   0   541k|   0  48.0 |2988  7258 |3.58 1.50 0.82|4.0   0 110|   0     0 |   0     0 |  9   35    0   44    0
Dec 14 10:03:39 ubuntu dstat.sh[83142]: 14-12 10:03:39| 81  15   3   0   0|1398M  495M  204M 5629M| 526k  520k|   0   484k|   0  52.0 |3485  8009 |3.58 1.50 0.82|5.0   0 122|   0     0 |   0     0 |  9   35    0   44    0
Dec 14 10:03:40 ubuntu dstat.sh[83142]: 14-12 10:03:40| 82  13   3   0   0|1397M  495M  204M 5629M| 495k  489k|   0   504k|   0  47.0 |3832  8826 |3.58 1.50 0.82|5.0   0 161|   0     0 |   0     0 |  9   35    0   44    0
Dec 14 10:03:41 ubuntu dstat.sh[83142]: 14-12 10:03:41| 85  13   2   0   0|1456M  436M  204M 5630M| 792k  788k|   0   360k|   0  30.0 |4685    11k|3.69 1.55 0.84|7.0   0  60|   0     0 |   0     0 |  9   36    0   40    0
Dec 14 10:03:42 ubuntu dstat.sh[83142]: 14-12 10:03:42| 82  13   4   0   0|1333M  559M  204M 5630M| 710k  703k|   0   368k|   0  34.0 |4724    15k|3.69 1.55 0.84|5.0   0 161|   0     0 |   0     0 |  9   35    0   41    0
Dec 14 10:03:43 ubuntu dstat.sh[83142]: 14-12 10:03:43| 63  13  23   0   0|1336M  556M  204M 5630M| 314k  307k|   0    12M|   0   292 |3855  6495 |3.69 1.55 0.84|5.0   0 179|   0     0 |   0     0 |  9   35    0   40    0
Dec 14 10:03:44 ubuntu dstat.sh[83142]: 14-12 10:03:44| 64  11  25   0   0|1346M  546M  204M 5630M| 599k  588k|   0   428k|   0  42.0 |3751  9001 |3.69 1.55 0.84|4.0   0  67|   0     0 |   0     0 |  9   35    0   40    0
Dec 14 10:03:45 ubuntu dstat.sh[83142]: 14-12 10:03:45| 65  10  24   0   0|1361M  530M  204M 5630M| 388k  362k|   0   344k|   0  33.0 |3128  5805 |3.69 1.55 0.84|3.0   0  70|   0     0 |   0     0 |  9   35    0   40    0
Dec 14 10:03:46 ubuntu dstat.sh[83142]: 14-12 10:03:46| 68   6  25   0   0|1408M  483M  204M 5630M| 800k  791k|   0   432k|   0  44.0 |5475    11k|3.64 1.58 0.85|3.0   0   0|   0     0 |   0     0 |  9   35    0   43    0
Dec 14 10:03:47 ubuntu dstat.sh[83142]: 14-12 10:03:47| 61  15  24   0   0|1273M  618M  204M 5631M| 352k  344k|   0   484k|   0  47.0 |2865  6853 |3.64 1.58 0.85|3.0   0 218|   0     0 |   0     0 |  9   34    0   43    0
Dec 14 10:03:48 ubuntu dstat.sh[83142]: 14-12 10:03:48| 66   9  25   0   0|1383M  508M  204M 5631M|  94k   87k|   0  4095B|   0  1.00 |1651  2179 |3.64 1.58 0.85|3.0   0  16|   0     0 |   0     0 |  9   36    0   43    0
Dec 14 10:03:49 ubuntu dstat.sh[83142]: 14-12 10:03:49| 65  10  25   0   0|1367M  524M  204M 5631M| 835k  829k|   0   623k|   0  55.9 |5073    12k|3.64 1.58 0.85|3.0   0  95|   0     0 |   0     0 |  9   36    0   41    0
Dec 14 10:03:50 ubuntu dstat.sh[83142]: 14-12 10:03:50| 66   8  24   0   0|1366M  525M  204M 5631M| 794k  789k|   0   525k|   0  50.1 |4471    11k|3.64 1.58 0.85|3.0   0 6.0|   0     0 |   0     0 |  9   34    0   43    0
Dec 14 10:03:51 ubuntu dstat.sh[83142]: 14-12 10:03:51| 48  14  38   0   0|1286M  605M  204M 5631M| 403k  397k|   0   496k|   0  36.0 |3920  8136 |3.59 1.60 0.86|3.0   0 231|   0     0 |   0     0 |  9   35    0   41    0
Dec 14 10:03:52 ubuntu dstat.sh[83142]: 14-12 10:03:52| 44   5  48   0   0|1260M  631M  204M 5631M| 368k  360k|   0   396k|   0  39.0 |3351  6231 |3.59 1.60 0.86|2.0   0 5.0|   0     0 |   0     0 |  9   34    0   42    0
Dec 14 10:03:53 ubuntu dstat.sh[83142]: 14-12 10:03:53| 46   6  48   0   0|1324M  566M  204M 5631M| 295k  287k|   0   364k|   0  20.0 |3109  5144 |3.59 1.60 0.86|2.0   0 1.0|   0     0 |   0     0 |  9   35    0   42    0
Dec 14 10:03:54 ubuntu dstat.sh[83142]: 14-12 10:03:54| 44   8  48   0   0|1274M  617M  204M 5631M| 677k  670k|   0   416k|   0  38.0 |5002  9471 |3.59 1.60 0.86|4.0 1.0  65|   0     0 |   0     0 |  9   34    0   43    0
Dec 14 10:03:55 ubuntu dstat.sh[83142]: 14-12 10:03:55| 45   6  49   0   0|1299M  591M  204M 5631M|8857  1775 |   0   196k|   0  12.0 |1364  1519 |3.59 1.60 0.86|2.0   0 7.0|   0     0 |   0     0 |  9   34    0   41    0
Dec 14 10:03:56 ubuntu dstat.sh[83142]: 14-12 10:03:56| 46   7  48   0   0|1271M  619M  204M 5632M| 425k  408k|   0   405k|   0  44.1 |3326  6892 |3.46 1.61 0.87|2.0   0  25|   0     0 |   0     0 |  9   35    0   41    0
Dec 14 10:03:57 ubuntu dstat.sh[83142]: 14-12 10:03:57| 36  17  46   0   0|1247M  643M  204M 5632M| 168k  162k|   0   352k|   0  38.0 |3146  5578 |3.46 1.61 0.87|2.0   0 313|   0     0 |   0     0 |  9   34    0   38    0
Dec 14 10:03:58 ubuntu dstat.sh[83142]: 14-12 10:03:58| 44   8  48   0   0|1317M  573M  204M 5632M| 203k  196k|   0   328k|   0  23.0 |2185  3716 |3.46 1.61 0.87|2.0   0  45|   0     0 |   0     0 |  9   35    0   38    0
Dec 14 10:03:59 ubuntu dstat.sh[83142]: 14-12 10:03:59| 44   8  47   1   0|1298M  592M  204M 5632M| 378k  370k|   0  1496k|   0   107 |3557  6539 |3.46 1.61 0.87|3.0   0  32|   0     0 |   0     0 |  9   35    0   39    0
Dec 14 10:04:00 ubuntu dstat.sh[83142]: 14-12 10:04:00| 44   8  48   0   0|1299M  591M  204M 5632M| 223k  216k|   0   204k|   0  19.0 |2773  4199 |3.46 1.61 0.87|2.0   0  47|   0     0 |   0     0 |  9   34    0   41    0
Dec 14 10:04:01 ubuntu dstat.sh[83142]: 14-12 10:04:01| 46   5  48   0   0|1338M  552M  204M 5632M| 501k  496k|   0   232k|   0  21.0 |4078  7035 |3.34 1.62 0.87|2.0   0   0|   0     0 |   0     0 |  9   35    0   41    0
Dec 14 10:04:02 ubuntu dstat.sh[83142]: 14-12 10:04:02| 44   8  47   0   0|1309M  580M  204M 5632M| 375k  368k|   0   104k|   0  9.00 |3512  5831 |3.34 1.62 0.87|2.0   0  58|   0     0 |   0     0 |  9   35    0   42    0
Dec 14 10:04:03 ubuntu dstat.sh[83142]: 14-12 10:04:03| 42  10  46   0   0|1271M  619M  204M 5632M| 280k  272k|   0   156k|   0  19.0 |3475  5668 |3.34 1.62 0.87|2.0   0 160|   0     0 |   0     0 |  9   34    0   42    0
Dec 14 10:04:04 ubuntu dstat.sh[83142]: 14-12 10:04:04| 22  14  63   1   0|1212M  677M  204M 5632M| 170k  165k|   0   668k|   0  39.0 |3061  5290 |3.34 1.62 0.87|1.0   0 257|   0     0 |   0     0 |  9   34    0   42    0
Dec 14 10:04:05 ubuntu dstat.sh[83142]: 14-12 10:04:05| 22   3  73   0   0|1254M  635M  204M 5632M|8198  1618 |   0   172k|   0  12.0 |1061  1302 |3.34 1.62 0.87|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   42    0
Dec 14 10:04:06 ubuntu dstat.sh[83142]: 14-12 10:04:06| 24   3  72   1   0|1268M  621M  204M 5632M| 226k  211k|   0   608k|   0  52.0 |2434  4034 |3.15 1.61 0.88|1.0   0   0|   0     0 |   0     0 |  9   34    0   42    0
Dec 14 10:04:07 ubuntu dstat.sh[83142]: 14-12 10:04:07| 18   8  73   0   0|1238M  651M  204M 5632M|8139  1621 |   0   276k|   0  15.0 |1435  1979 |3.15 1.61 0.88|1.0   0  97|   0     0 |   0     0 |  9   34    0   42    0
Dec 14 10:04:08 ubuntu dstat.sh[83142]: 14-12 10:04:08| 24   2  73   0   0|1268M  621M  204M 5632M| 101k   92k|   0   236k|   0  14.0 |1433  2156 |3.15 1.61 0.88|2.0   0   0|   0     0 |   0     0 |  9   35    0   42    0
Dec 14 10:04:09 ubuntu dstat.sh[83142]: 14-12 10:04:09| 22   5  70   1   0|1215M  674M  204M 5632M| 360k  351k|   0  1479k|   0  92.9 |3482  6170 |3.15 1.61 0.88|1.0   0  31|   0     0 |   0     0 |  9   34    0   43    0
Dec 14 10:04:10 ubuntu dstat.sh[83142]: 14-12 10:04:10| 22   3  74   0   1|1266M  623M  204M 5632M|7846  1621 |   0   112k|   0  8.00 |1070  1245 |3.15 1.61 0.88|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   43    0
Dec 14 10:04:11 ubuntu dstat.sh[83142]: 14-12 10:04:11| 24   3  71   0   0|1269M  620M  204M 5632M| 479k  474k|   0   280k|   0  23.0 |3500  6410 |2.98 1.60 0.88|2.0   0   0|   0     0 |   0     0 |  9   35    0   44    0
Dec 14 10:04:12 ubuntu dstat.sh[83142]: 14-12 10:04:12| 21   5  73   0   0|1228M  661M  204M 5632M| 126k  117k|   0    92k|   0  10.0 |2017  3131 |2.98 1.60 0.88|1.0   0  58|   0     0 |   0     0 |  9   34    0   44    0
Dec 14 10:04:13 ubuntu dstat.sh[83142]: 14-12 10:04:13| 22   4  74   0   0|1268M  621M  204M 5632M|  17k   11k|   0    92k|   0  10.0 |1099  1367 |2.98 1.60 0.88|1.0   0   0|   0     0 |   0     0 |  9   35    0   44    0
Dec 14 10:04:14 ubuntu dstat.sh[83142]: 14-12 10:04:14| 20   7  71   1   0|1212M  677M  204M 5633M| 138k  132k|   0  5792k|   0   263 |2588  3391 |2.98 1.60 0.88|2.0   0  92|   0     0 |   0     0 |  9   34    0   37    0
Dec 14 10:04:15 ubuntu dstat.sh[83142]: 14-12 10:04:15| 22   4  74   0   0|1261M  628M  204M 5633M|7942  1620 |   0   116k|   0  8.00 | 999  1200 |2.98 1.60 0.88|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   37    0
Dec 14 10:04:16 ubuntu dstat.sh[83142]: 14-12 10:04:16| 19   7  72   0   0|1202M  687M  204M 5633M| 224k  219k|   0   288k|   0  27.0 |2231  4095 |2.82 1.59 0.88|3.0   0  95|   0     0 |   0     0 |  9   34    0   37    0
Dec 14 10:04:17 ubuntu dstat.sh[83142]: 14-12 10:04:17| 22   4  73   0   0|1250M  638M  204M 5633M|8961  1619 |   0   112k|   0  7.99 |1107  1262 |2.82 1.59 0.88|1.0   0 8.0|   0     0 |   0     0 |  9   34    0   37    0
Dec 14 10:04:18 ubuntu dstat.sh[83142]: 14-12 10:04:18| 24   3  73   0   0|1203M  686M  204M 5633M| 220k  212k|   0   192k|   0  24.0 |2016  4105 |2.82 1.59 0.88|1.0   0 8.0|   0     0 |   0     0 |  9   34    0   34    0
Dec 14 10:04:19 ubuntu dstat.sh[83142]: 14-12 10:04:19| 18   7  73   0   0|1242M  647M  204M 5633M|  11k 1623 |   0   180k|   0  8.01 |1489  1847 |2.82 1.59 0.88|1.0   0  87|   0     0 |   0     0 |  9   34    0   34    0
Dec 14 10:04:20 ubuntu dstat.sh[83142]: 14-12 10:04:20| 23   3  73   0   0|1269M  620M  204M 5633M| 141k  133k|   0   184k|   0  12.0 |1438  2610 |2.82 1.59 0.88|1.0   0   0|   0     0 |   0     0 |  9   35    0   25    0
Dec 14 10:04:21 ubuntu dstat.sh[83142]: 14-12 10:04:21| 23   4  72   0   0|1206M  683M  204M 5633M| 322k  316k|   0   824k|   0  64.0 |2804  5428 |2.68 1.58 0.88|2.0   0  31|   0     0 |   0     0 |  9   34    0   26    0
Dec 14 10:04:22 ubuntu dstat.sh[83142]: 14-12 10:04:22| 22   4  74   0   0|1252M  636M  204M 5633M|9076  1665 |   0   108k|   0  8.01 | 976  1214 |2.68 1.58 0.88|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   26    0
Dec 14 10:04:23 ubuntu dstat.sh[83142]: 14-12 10:04:23| 24   2  73   0   0|1269M  620M  204M 5633M| 252k  244k|   0   184k|   0  15.0 |2134  3990 |2.68 1.58 0.88|1.0   0   0|   0     0 |   0     0 |  9   35    0   26    0
Dec 14 10:04:24 ubuntu dstat.sh[83142]: 14-12 10:04:24| 25   3  71   0   0|1201M  687M  204M 5633M| 359k  350k|   0   188k|   0  17.0 |2954  5392 |2.68 1.58 0.88|1.0   0  22|   0     0 |   0     0 |  9   34    0   26    0
Dec 14 10:04:25 ubuntu dstat.sh[83142]: 14-12 10:04:25| 15  23  60   0   0|1219M  669M  204M 5633M|  21k   13k|   0   252k|   0  19.0 |2848  4440 |2.68 1.58 0.88|2.0   0 421|   0     0 |   0     0 |  9   34    0   28    0
Dec 14 10:04:26 ubuntu dstat.sh[83142]: 14-12 10:04:26| 45   6  49   0   0|1334M  554M  204M 5633M|8230  1724 |   0   260k|   0  8.00 |1149  1174 |2.62 1.58 0.89|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   27    0
Dec 14 10:04:27 ubuntu dstat.sh[83142]: 14-12 10:04:27| 30   7  47  17   0|1392M  493M  204M 5635M|  36k   19k| 368k 5446k|24.0   407 |4236  7119 |2.62 1.58 0.89|1.0 1.0  27|   0     0 |   0     0 |  9   38    0   27    0
Dec 14 10:04:28 ubuntu dstat.sh[83142]: 14-12 10:04:28| 31   5  46  18   0|1321M  562M  205M 5637M|  15k 8172 |   0  6796k|   0   653 |5693  9520 |2.62 1.58 0.89|1.0 1.0  38|   0     0 |   0     0 |  9   38    0   27    0
Dec 14 10:04:29 ubuntu dstat.sh[83142]: 14-12 10:04:29| 32   6  45  16   0|1382M  498M  205M 5640M|  21k   13k|   0    10M|   0  1218 |8016    13k|2.62 1.58 0.89|1.0 1.0  61|   0     0 |   0     0 |  9   38    0   27    0
Dec 14 10:04:30 ubuntu dstat.sh[83142]: 14-12 10:04:30| 40   8  42  11   1|1316M  563M  206M 5641M|  64k   38k|   0    11M|   0  1825 |9625    18k|2.62 1.58 0.89|3.0   0  26|   0     0 |   0     0 |  9   40    0   25    0
Dec 14 10:04:31 ubuntu dstat.sh[83142]: 14-12 10:04:31| 45   6  49   0   0|1341M  538M  206M 5641M|  11k 2055 |   0   508k|   0  31.0 |1338  1356 |2.57 1.59 0.89|2.0   0 7.0|   0     0 |   0     0 |  9   34    0   25    0
Dec 14 10:04:32 ubuntu dstat.sh[83142]: 14-12 10:04:32| 44   6  49   1   0|1402M  477M  206M 5641M|  96k   86k|   0  2113k|   0   334 |4037  6432 |2.57 1.59 0.89|4.0   0 2.0|   0     0 |   0     0 |  9   38    0   25    0
Dec 14 10:04:33 ubuntu dstat.sh[83142]: 14-12 10:04:33| 38   8  44   8   0|1350M  528M  206M 5641M| 340k  332k|   0    14M|   0  1877 |  14k   25k|2.57 1.59 0.89|2.0   0 2.0|   0     0 |   0     0 |  9   38    0   25    0
Dec 14 10:04:34 ubuntu dstat.sh[83142]: 14-12 10:04:34| 39   9  46   5   0|1325M  553M  207M 5641M| 176k  166k|   0  4744k|   0   847 |8315    14k|2.57 1.59 0.89|2.0   0  59|   0     0 |   0     0 |  9   34    0   25    0
Dec 14 10:04:35 ubuntu dstat.sh[83142]: 14-12 10:04:35| 23   4  71   0   0|1255M  623M  207M 5641M|8666  1618 |   0   148k|   0  7.99 |1142  1321 |2.57 1.59 0.89|1.0   0  42|   0     0 |   0     0 |  9   34    0   25    0
Dec 14 10:04:36 ubuntu dstat.sh[83142]: 14-12 10:04:36| 23   4  74   0   0|1319M  559M  207M 5641M|7151  1620 |   0   128k|   0  8.00 | 989  1167 |2.45 1.58 0.89|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   23    0
Dec 14 10:04:37 ubuntu dstat.sh[83142]: 14-12 10:04:37| 24   3  72   1   0|1247M  630M  207M 5641M|  17k 1619 |   0  6997k|   0   419 |1915  2992 |2.45 1.58 0.89|1.0   0 4.0|   0     0 |   0     0 |  9   34    0   23    0
Dec 14 10:04:38 ubuntu dstat.sh[83142]: 14-12 10:04:38| 23   3  72   1   0|1304M  574M  207M 5641M|8017  1620 |   0  6828k|   0   395 |1774  2720 |2.45 1.58 0.89|1.0   0   0|   0     0 |   0     0 |  9   34    0   20    0
Dec 14 10:04:39 ubuntu dstat.sh[83142]: 14-12 10:04:39| 22   4  71   3   0|1233M  644M  207M 5641M|9462  1624 |   0  6973k|   0   410 |1901  2983 |2.45 1.58 0.89|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   20    0
Dec 14 10:04:40 ubuntu dstat.sh[83142]: 14-12 10:04:40| 23   3  73   1   0|1283M  594M  207M 5641M|7214  1497 |   0  2731k|   0   152 |1293  1828 |2.45 1.58 0.89|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   20    0
Dec 14 10:04:41 ubuntu dstat.sh[83142]: 14-12 10:04:41| 23   2  74   0   0|1323M  555M  207M 5641M|8035  1621 |   0     0 |   0     0 | 979  1181 |2.33 1.57 0.89|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   20    0
Dec 14 10:04:42 ubuntu dstat.sh[83142]: 14-12 10:04:42| 28   5  66   0   0|1248M  629M  207M 5641M|  11k 2759 |   0     0 |   0     0 |1722  6305 |2.33 1.57 0.89|1.0   0  36|   0     0 |   0     0 |  9   34    0   20    0
Dec 14 10:04:43 ubuntu dstat.sh[83142]: 14-12 10:04:43| 24   2  74   0   0|1306M  571M  207M 5641M|8399  1620 |   0   364k|   0  28.0 |1037  1489 |2.33 1.57 0.89|1.0   0   0|   0     0 |   0     0 |  9   34    0   20    0
Dec 14 10:04:44 ubuntu dstat.sh[83142]: 14-12 10:04:44| 23   3  74   0   0|1333M  544M  207M 5641M|9066  1620 |   0    40k|   0  4.00 | 882  1069 |2.33 1.57 0.89|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   20    0
Dec 14 10:04:45 ubuntu dstat.sh[83142]: 14-12 10:04:45| 22   4  73   1   0|1227M  650M  207M 5641M|8915  1554 |   0  3100k|   0   350 |1419  1249 |2.33 1.57 0.89|2.0   0 3.0|   0     0 |   0     0 |  9   34    0   20    0
Dec 14 10:04:46 ubuntu dstat.sh[83142]: 14-12 10:04:46| 22   3  73   0   0|1291M  586M  207M 5641M|8541  1620 |   0     0 |   0     0 | 972  1070 |2.22 1.56 0.89|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   18    0
Dec 14 10:04:47 ubuntu dstat.sh[83142]: 14-12 10:04:47| 23   3  74   0   0|1327M  550M  207M 5641M|8446  1620 |   0     0 |   0     0 | 990  1158 |2.22 1.56 0.89|1.0   0 3.0|   0     0 |   0     0 |  9   34    0   18    0
Dec 14 10:04:48 ubuntu dstat.sh[83142]: 14-12 10:04:48| 23   3  74   0   0|1269M  608M  207M 5641M|  23k 1620 |   0     0 |   0     0 | 945  1042 |2.22 1.56 0.89|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   17    0
Dec 14 10:04:49 ubuntu dstat.sh[83142]: 14-12 10:04:49| 23   3  74   0   0|1244M  633M  207M 5642M|7801  1459 |   0   184k|   0  2.00 | 905  1033 |2.22 1.56 0.89|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   17    0
Dec 14 10:04:50 ubuntu dstat.sh[83142]: 14-12 10:04:50| 22   3  74   0   0|1292M  584M  207M 5642M|7653  1620 |   0     0 |   0     0 | 948  1014 |2.22 1.56 0.89|1.0   0   0|   0     0 |   0     0 |  9   34    0   14    0
Dec 14 10:04:51 ubuntu dstat.sh[83142]: 14-12 10:04:51| 22   4  74   0   0|1326M  551M  207M 5642M|8821  1620 |   0     0 |   0     0 | 981  1075 |2.12 1.55 0.90|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   14    0
Dec 14 10:04:52 ubuntu dstat.sh[83142]: 14-12 10:04:52| 12  15  71   0   0|1223M  654M  207M 5642M|9954  1621 |   0   252k|   0  3.00 |2211  3271 |2.12 1.55 0.90|1.0   0 282|   0     0 |   0     0 |  9   34    0   13    0
Dec 14 10:04:53 ubuntu dstat.sh[83142]: 14-12 10:04:53|  9  20  69   0   0|1222M  654M  207M 5642M|7360  1620 |   0  1088k|   0  43.0 |2983  4879 |2.12 1.55 0.90|2.0   0 396|   0     0 |   0     0 |  9   34    0   13    0
Dec 14 10:04:54 ubuntu dstat.sh[83142]: 14-12 10:04:54|  9  20  70   0   1|1223M  654M  207M 5642M|9368  1621 |   0   348k|   0  7.01 |2704  4212 |2.12 1.55 0.90|1.0   0 387|   0     0 |   0     0 |  9   34    0   13    0
Dec 14 10:04:55 ubuntu dstat.sh[83142]: 14-12 10:04:55|  9  20  69   0   0|1223M  654M  207M 5642M|9672  1619 |   0   844k|   0  11.0 |2711  4126 |2.12 1.55 0.90|1.0   0 401|   0     0 |   0     0 |  9   34    0   12    0
Dec 14 10:04:56 ubuntu dstat.sh[83142]: 14-12 10:04:56| 10  19  69   0   0|1223M  653M  207M 5642M|8576  1620 |   0   924k|   0  11.0 |2677  3972 |1.95 1.53 0.89|1.0   0 390|   0     0 |   0     0 |  9   34    0   12    0
Dec 14 10:04:57 ubuntu dstat.sh[83142]: 14-12 10:04:57| 10  19  69   0   1|1223M  653M  207M 5642M|  11k 1563 |   0   841k|   0  10.0 |2769  4111 |1.95 1.53 0.89|1.0   0 401|   0     0 |   0     0 |  9   34    0   12    0
Dec 14 10:04:58 ubuntu dstat.sh[83142]: 14-12 10:04:58|  9  19  70   0   0|1223M  653M  207M 5642M|  12k 1713 |   0   500k|   0  8.99 |2734  4229 |1.95 1.53 0.89|1.0   0 380|   0     0 |   0     0 |  9   34    0   12    0
Dec 14 10:04:59 ubuntu dstat.sh[83142]: 14-12 10:04:59|  9  20  71   0   1|1223M  653M  207M 5642M|9230  1621 |   0    96k|   0  6.00 |2629  4137 |1.95 1.53 0.89|2.0   0 369|   0     0 |   0     0 |  9   34    0   12    0
Dec 14 10:05:00 ubuntu dstat.sh[83142]: 14-12 10:05:00|  8  20  70   0   0|1223M  653M  207M 5642M|8339  1618 |   0  1998k|   0   147 |2740  4025 |1.95 1.53 0.89|1.0   0 357|   0     0 |   0     0 |  9   34    0   12    0
Dec 14 10:05:01 ubuntu dstat.sh[83142]: 14-12 10:05:01| 20   7  73   0   0|1266M  610M  207M 5642M|9508  1621 |   0     0 |   0     0 |1352  1725 |1.88 1.52 0.89|1.0   0  76|   0     0 |   0     0 |  9   34    0    9    0
Dec 14 10:05:02 ubuntu dstat.sh[83142]: 14-12 10:05:02| 22   3  74   0   0|1324M  552M  207M 5642M|  10k 1619 |   0     0 |   0     0 |1037  1094 |1.88 1.52 0.89|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    9    0
Dec 14 10:05:03 ubuntu dstat.sh[83142]: 14-12 10:05:03| 22   4  73   0   0|1256M  620M  207M 5642M|8121  1620 |   0   588k|   0  33.0 |1208  1710 |1.88 1.52 0.89|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    8    0
Dec 14 10:05:04 ubuntu dstat.sh[83142]: 14-12 10:05:04| 23   3  74   0   0|1318M  559M  207M 5642M|7402  1620 |   0     0 |   0     0 | 958  1074 |1.88 1.52 0.89|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    8    0
Dec 14 10:05:05 ubuntu dstat.sh[83142]: 14-12 10:05:05| 22   3  74   0   0|1253M  623M  207M 5642M|7125  1514 |   0   268k|   0  4.00 | 985  1081 |1.88 1.52 0.89|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    8    0
Dec 14 10:05:06 ubuntu dstat.sh[83142]: 14-12 10:05:06| 23   3  74   0   0|1317M  559M  207M 5642M|  15k 1618 |   0     0 |   0     0 | 950  1015 |1.81 1.51 0.89|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    8    0
