-- Logs begin at Mon 2023-07-17 15:02:00 UTC, end at Tue 2023-07-18 02:31:06 UTC. --
Jul 18 02:18:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 18 02:18:14 ubuntu dstat.sh[96548]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 18 02:18:14 ubuntu dstat.sh[96548]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 18 02:24:53 ubuntu dstat.sh[96548]: 18-07 02:24:53| 25  16  56   0   0|2269M  223M  212M 5019M|9334  2106 |   0     0 |   0     0 |4560  8239 |1.28 1.86 1.23|2.0   0 162|   0     0 |   0     0 | 20   37    0    9    0
Jul 18 02:24:54 ubuntu dstat.sh[96548]: 18-07 02:24:54| 38  22  39   1   0|2306M  185M  212M 5020M|9869  1782 | 256k  304k|9.00  14.0 |4944    12k|1.50 1.90 1.25|2.0   0 266|   0     0 |   0     0 | 20   37    0    9    0
Jul 18 02:24:55 ubuntu dstat.sh[96548]: 18-07 02:24:55| 30   8  61   0   0|2351M  140M  212M 5019M|8734  2013 |   0     0 |   0     0 |2059  3344 |1.50 1.90 1.25|1.0   0  37|   0     0 |   0     0 | 20   37    0    9    0
Jul 18 02:24:56 ubuntu dstat.sh[96548]: 18-07 02:24:56| 25   7  64   3   0|2403M  126M  212M 4984M| 140k  130k|  44k   49M|2.00   451 |3436  4958 |1.50 1.90 1.25|1.0   0  10|   0     0 |   0     0 | 20   45    0   14    0
Jul 18 02:24:57 ubuntu dstat.sh[96548]: 18-07 02:24:57| 21   4  70   4   1|2422M  183M  211M 4911M|8772  1782 |  28k    0 |3.00     0 |1638  2263 |1.50 1.90 1.25|  0 1.0 8.0|   0     0 |   0     0 | 20   45    0   14    0
Jul 18 02:24:58 ubuntu dstat.sh[96548]: 18-07 02:24:58| 22   4  73   1   0|2465M  140M  211M 4911M|  11k 2088 |  24k    0 |2.00     0 |1426  1978 |1.50 1.90 1.25|1.0   0 2.0|   0     0 |   0     0 | 20   45    0   14    0
Jul 18 02:24:59 ubuntu dstat.sh[96548]: 18-07 02:24:59| 24  12  59   3   0|2442M  161M  211M 4913M|  16k 6802 |1501k  464k|38.0  3.00 |5371  9698 |1.37 1.86 1.24|1.0   0 157|   0     0 |   0     0 | 20   43    0   15    2
Jul 18 02:25:00 ubuntu dstat.sh[96548]: 18-07 02:25:00| 25  24  48   1   0|2455M  172M  211M 4888M|  36k   27k| 871k 3388k|33.0   390 |6436    11k|1.37 1.86 1.24|  0 2.0 321|   0     0 |   0     0 | 19   43    0   16    2
Jul 18 02:25:01 ubuntu dstat.sh[96548]: 18-07 02:25:01| 23  22  49   5   0|2476M  150M  211M 4888M|  13k 1930 |  96k 8185B|7.99  2.00 |5652    12k|1.37 1.86 1.24|1.0   0 294|   0     0 |   0     0 | 20   43    0   16    2
Jul 18 02:25:02 ubuntu dstat.sh[96548]: 18-07 02:25:02| 26  26  48   0   0|2475M  150M  211M 4889M|  31k   24k|   0     0 |   0     0 |6461    11k|1.37 1.86 1.24|2.0   0 240|   0     0 |   0     0 | 18   37    0   18    4
Jul 18 02:25:03 ubuntu dstat.sh[96548]: 18-07 02:25:03| 16  14  67   0   0|2490M  136M  211M 4889M| 113k  106k|8189B    0 |2.00     0 |4380  8642 |1.37 1.86 1.24| 14   0 221|   0     0 |   0     0 | 20   45    0   19    4
Jul 18 02:25:04 ubuntu dstat.sh[96548]: 18-07 02:25:04| 17  14  69   0   0|2474M  151M  211M 4888M|  12k 1891 |   0   176k|   0  3.00 |3963  7508 |1.26 1.83 1.23|  0   0  54|   0     0 |   0     0 | 20   45    0   19    4
Jul 18 02:25:05 ubuntu dstat.sh[96548]: 18-07 02:25:05| 18   7  73   1   0|2360M  266M  211M 4888M|  11k 2836 | 273k 4104B|13.0  1.00 |1958  3001 |1.26 1.83 1.23|3.0   0  76|   0     0 |   0     0 | 20   37    0   25    0
Jul 18 02:25:06 ubuntu dstat.sh[96548]: 18-07 02:25:06| 33  22  45   0   0|2330M  295M  211M 4889M|  10k 1822 |   0   284k|   0  4.99 |3147  4955 |1.26 1.83 1.23|3.0   0 404|   0     0 |   0     0 | 20   37    0   25    0
Jul 18 02:25:07 ubuntu dstat.sh[96548]: 18-07 02:25:07| 37  23  41   0   0|2356M  268M  211M 4889M|  29k   17k|   0    28k|   0  7.01 |3411  6270 |1.26 1.83 1.23|2.0   0 351|   0     0 |   0     0 | 20   39    0   25    0
Jul 18 02:25:08 ubuntu dstat.sh[96548]: 18-07 02:25:08| 43  22  34   0   0|2442M  182M  211M 4889M| 123k  115k|   0     0 |   0     0 |4549    11k|1.26 1.83 1.23|3.0   0 148|   0     0 |   0     0 | 20   45    0   30    0
Jul 18 02:25:09 ubuntu dstat.sh[96548]: 18-07 02:25:09| 45  13  40   1   0|2501M  137M  211M 4876M|  11k 1822 | 545k 4524k|9.01   390 |2682  3367 |1.40 1.85 1.24|2.0   0 120|   0     0 |   0     0 | 20   45    0   30    0
Jul 18 02:25:10 ubuntu dstat.sh[96548]: 18-07 02:25:10| 46   8  46   0   0|2568M  122M  211M 4828M|9975  2265 |   0     0 |   0     0 |2103  3131 |1.40 1.85 1.24|2.0   0 4.0|   0     0 |   0     0 | 20   44    0   31    0
Jul 18 02:25:11 ubuntu dstat.sh[96548]: 18-07 02:25:11| 29   5  64   0   1|2603M  121M  211M 4793M|  21k 2236 |4088B    0 |1.00     0 |2133  3876 |1.40 1.85 1.24|1.0   0 5.0|   0     0 |   0     0 | 20   44    0   31    0
Jul 18 02:25:12 ubuntu dstat.sh[96548]: 18-07 02:25:12| 16   5  60  18   0|2651M  133M  212M 4734M|  52k   44k|1227k 8224k|74.0   569 |2926  4011 |1.40 1.85 1.24|  0 1.0 7.0|   0     0 |   0     0 | 20   46    0   31    0
Jul 18 02:25:13 ubuntu dstat.sh[96548]: 18-07 02:25:13| 16   3  54  26   0|2651M  132M  212M 4735M| 186k  176k|8191B 4043k|2.00   355 |4826  7893 |1.40 1.85 1.24|1.0 2.0 6.0|   0     0 |   0     0 | 20   48    0   31    0
Jul 18 02:25:14 ubuntu dstat.sh[96548]: 18-07 02:25:14| 20   4  52  24   0|2652M  119M  212M 4747M| 326k  318k|   0    14M|   0   336 |4933  8269 |1.61 1.89 1.26|3.0 2.0 4.0|   0     0 |   0     0 | 20   48    0   31    0
Jul 18 02:25:15 ubuntu dstat.sh[96548]: 18-07 02:25:15| 22   4  54  18   0|2641M  150M  211M 4728M| 354k  346k|  72k 8229k|5.99   422 |4843  8895 |1.61 1.89 1.26|1.0   0 5.0|   0     0 |   0     0 | 20   48    0   31    0
Jul 18 02:25:16 ubuntu dstat.sh[96548]: 18-07 02:25:16| 23   9  53  15   0|2700M  137M  211M 4683M| 164k  155k|  56k 6648k|3.00   429 |5186    11k|1.61 1.89 1.26|  0 5.0  10|   0     0 |   0     0 | 21   54    0   37    0
Jul 18 02:25:17 ubuntu dstat.sh[96548]: 18-07 02:25:17| 35  21  37   6   0|2761M  124M  211M 4636M| 279k  270k| 104k 9541k|8.01   549 |5949    12k|1.61 1.89 1.26|1.0   0 315|   0     0 |   0     0 | 21   73    0   39    0
Jul 18 02:25:18 ubuntu dstat.sh[96548]: 18-07 02:25:18| 10  20  67   0   0|2760M  124M  211M 4636M|  14k 3449 |4094B   92k|1.00  12.0 |3153  5026 |1.61 1.89 1.26|1.0   0 335|   0     0 |   0     0 | 21   73    0   39    0
Jul 18 02:25:19 ubuntu dstat.sh[96548]: 18-07 02:25:19| 19  16  62   0   0|2763M  132M  211M 4625M|9583  2015 |4094B 4302k|1.00   350 |3709  8328 |2.12 1.99 1.29|1.0   0 162|   0     0 |   0     0 | 21   73    0   39    0
Jul 18 02:25:20 ubuntu dstat.sh[96548]: 18-07 02:25:20| 43  16  41   1   0|2868M  124M  211M 4532M|  12k 2406 |  20k 4103B|2.00  1.00 |2647  4251 |2.12 1.99 1.29|3.0   0 145|   0     0 |   0     0 | 21   74    0   38    0
Jul 18 02:25:21 ubuntu dstat.sh[96548]: 18-07 02:25:21| 43   8  47   1   0|2925M  139M  211M 4462M|  12k 1782 |8190B  180k|2.00  2.00 |1957  2523 |2.12 1.99 1.29|2.0   0   0|   0     0 |   0     0 | 21   74    0   38    0
Jul 18 02:25:22 ubuntu dstat.sh[96548]: 18-07 02:25:22| 14  17  66   1   0|2934M  130M  211M 4462M|  64k   47k| 176k 1283k|9.99  65.9 |3476  5861 |2.12 1.99 1.29|1.0   0 291|   0     0 |   0     0 | 21   77    0   39    0
Jul 18 02:25:23 ubuntu dstat.sh[96548]: 18-07 02:25:23| 11  17  71   0   0|2933M  130M  211M 4462M|  11k 2326 |   0     0 |   0     0 |3154  5016 |2.12 1.99 1.29|1.0   0 334|   0     0 |   0     0 | 21   77    0   38    0
Jul 18 02:25:24 ubuntu dstat.sh[96548]: 18-07 02:25:24| 11  17  70   0   1|2933M  130M  211M 4462M|  11k 1867 |   0   120k|   0  12.0 |3318  5505 |2.03 1.97 1.29|1.0   0 348|   0     0 |   0     0 | 21   77    0   38    0
Jul 18 02:25:25 ubuntu dstat.sh[96548]: 18-07 02:25:25| 21   6  71   2   0|2964M  121M  211M 4440M|  12k 1892 | 433k 2543k|31.0   293 |2525  2730 |2.03 1.97 1.29|1.0   0  23|   0     0 |   0     0 | 21   77    0   34    0
Jul 18 02:25:26 ubuntu dstat.sh[96548]: 18-07 02:25:26| 24   4  70   0   0|2984M  125M  211M 4417M| 265k  254k|  36k  439k|2.99  62.9 |2668  4233 |2.03 1.97 1.29|3.0   0   0|   0     0 |   0     0 | 21   82    0   34    0
Jul 18 02:25:27 ubuntu dstat.sh[96548]: 18-07 02:25:27| 30   7  62   1   0|2968M  163M  211M 4395M| 218k  208k| 308k  500k|17.0  60.0 |2656  4174 |2.03 1.97 1.29|2.0   0  68|   0     0 |   0     0 | 21   85    0   35    0
Jul 18 02:25:28 ubuntu dstat.sh[96548]: 18-07 02:25:28| 25   3  71   0   0|2997M  134M  211M 4395M|  90k   81k|   0     0 |   0     0 |1818  2666 |2.03 1.97 1.29|1.0   0   0|   0     0 |   0     0 | 21   85    0   35    0
Jul 18 02:25:29 ubuntu dstat.sh[96548]: 18-07 02:25:29| 24   3  70   1   0|3013M  118M  211M 4395M| 238k  228k|  48k  272k|3.00  22.0 |2301  4031 |1.95 1.96 1.29|1.0   0   0|   0     0 |   0     0 | 21   89    0   35    0
Jul 18 02:25:30 ubuntu dstat.sh[96548]: 18-07 02:25:30| 27   4  64   4   0|3036M  125M  211M 4365M| 398k  389k| 385k 4003k|19.0   533 |4378  6451 |1.95 1.96 1.29|2.0   0 3.0|   0     0 |   0     0 | 21   92    0   35    0
Jul 18 02:25:31 ubuntu dstat.sh[96548]: 18-07 02:25:31| 19   7  70   1   0|3008M  152M  211M 4366M|  19k 9875 | 212k  759k|15.0  64.9 |2276  3696 |1.95 1.96 1.29|3.0   0 113|   0     0 |   0     0 | 21   90    0   36    0
Jul 18 02:25:32 ubuntu dstat.sh[96548]: 18-07 02:25:32| 25   3  71   0   0|3039M  122M  211M 4366M| 103k   94k|   0   692k|   0  57.0 |2159  3385 |1.95 1.96 1.29|3.0   0 4.0|   0     0 |   0     0 | 21   94    0   36    0
Jul 18 02:25:33 ubuntu dstat.sh[96548]: 18-07 02:25:33| 27   3  67   2   0|3044M  128M  210M 4354M| 488k  479k| 208k 2389k|13.0   311 |3792  5937 |1.95 1.96 1.29|1.0   0   0|   0     0 |   0     0 | 21   96    0   36    0
Jul 18 02:25:34 ubuntu dstat.sh[96548]: 18-07 02:25:34| 23   8  68   2   1|3000M  172M  210M 4354M| 209k  202k|  76k 1035k|2.00  96.9 |2773  4389 |1.95 1.96 1.29|1.0   0  92|   0     0 |   0     0 | 21   96    0   37    0
Jul 18 02:25:35 ubuntu dstat.sh[96548]: 18-07 02:25:35| 24   3  72   0   0|3045M  127M  210M 4355M|9488  1942 |   0   332k|   0  19.0 |1518  2108 |1.95 1.96 1.29|1.0   0 1.0|   0     0 |   0     0 | 21   96    0   36    0
Jul 18 02:25:36 ubuntu dstat.sh[96548]: 18-07 02:25:36| 25   3  70   0   0|2989M  183M  210M 4355M| 246k  236k|   0  1813k|   0   111 |2760  4523 |1.95 1.96 1.29|1.0   0 2.0|   0     0 |   0     0 | 21   96    0   38    0
Jul 18 02:25:37 ubuntu dstat.sh[96548]: 18-07 02:25:37| 33  12  53   1   0|3059M  135M  210M 4333M|  12k 4329 | 165k  245k|7.03  20.1 |2866  5366 |1.95 1.96 1.29|4.0   0  91|   0     0 |   0     0 | 21   96    0   38    0
Jul 18 02:25:38 ubuntu dstat.sh[96548]: 18-07 02:25:38| 24   4  70   0   0|3053M  141M  210M 4333M| 241k  234k|4086B  120k|1.00  9.97 |2495  4451 |1.95 1.96 1.29|1.0   0 1.0|   0     0 |   0     0 | 21   96    0   40    0
Jul 18 02:25:39 ubuntu dstat.sh[96548]: 18-07 02:25:39| 21   5  72   0   0|3031M  164M  210M 4333M|7609  1825 |  64k  124k|1.00  12.0 |1782  2579 |1.88 1.94 1.29|1.0   0  53|   0     0 |   0     0 | 21   96    0   39    0
Jul 18 02:25:40 ubuntu dstat.sh[96548]: 18-07 02:25:40| 24   4  71   0   1|3052M  142M  210M 4333M| 215k  196k|   0   100k|   0  10.0 |2260  4160 |1.88 1.94 1.29|1.0   0   0|   0     0 |   0     0 | 21   99    0   40    0
Jul 18 02:25:41 ubuntu dstat.sh[96548]: 18-07 02:25:41| 23   5  68   1   0|3005M  189M  210M 4333M| 154k  147k|  80k  707k|4.99  84.9 |3052  4909 |1.88 1.94 1.29|1.0   0  81|   0     0 |   0     0 | 21   96    0   41    0
Jul 18 02:25:42 ubuntu dstat.sh[96548]: 18-07 02:25:42| 23   4  72   0   0|3057M  137M  210M 4333M|8740  1838 |   0   236k|   0  16.0 |1540  2114 |1.88 1.94 1.29|1.0   0 5.0|   0     0 |   0     0 | 21   96    0   41    0
Jul 18 02:25:43 ubuntu dstat.sh[96548]: 18-07 02:25:43| 26   3  70   0   0|3065M  129M  210M 4333M| 242k  233k|   0   812k|   0  51.0 |2463  4464 |1.88 1.94 1.29|1.0   0   0|   0     0 |   0     0 | 21   96    0   42    0
Jul 18 02:25:44 ubuntu dstat.sh[96548]: 18-07 02:25:44| 21   6  72   0   0|3047M  147M  210M 4333M|  15k 4570 |   0   232k|   0  26.0 |1866  2775 |1.81 1.93 1.29|1.0   0  57|   0     0 |   0     0 | 21   96    0   42    0
Jul 18 02:25:45 ubuntu dstat.sh[96548]: 18-07 02:25:45| 25   3  72   0   0|3066M  128M  210M 4333M| 145k  138k|   0    52k|   0  3.00 |1810  3369 |1.81 1.93 1.29|1.0   0   0|   0     0 |   0     0 | 21   99    0   43    0
Jul 18 02:25:46 ubuntu dstat.sh[96548]: 18-07 02:25:46| 28   3  64   3   0|3068M  126M  210M 4334M| 474k  466k|  48k 2057k|3.00   259 |4228  8142 |1.81 1.93 1.29|2.0   0   0|   0     0 |   0     0 | 21   96    0   44    0
Jul 18 02:25:47 ubuntu dstat.sh[96548]: 18-07 02:25:47| 21   6  72   0   1|3047M  147M  210M 4334M|  11k 2280 |   0   836k|   0  48.0 |1878  2657 |1.81 1.93 1.29|1.0   0  54|   0     0 |   0     0 | 21   96    0   44    0
Jul 18 02:25:48 ubuntu dstat.sh[96548]: 18-07 02:25:48| 24   3  72   0   0|3068M  126M  210M 4334M| 162k  155k|   0   460k|   0  32.0 |2004  3791 |1.81 1.93 1.29|1.0   0   0|   0     0 |   0     0 | 21   99    0   44    0
Jul 18 02:25:49 ubuntu dstat.sh[96548]: 18-07 02:25:49| 28   3  67   2   0|3071M  122M  210M 4334M| 536k  524k|  16k 1069k|1.00   122 |3145  5726 |1.74 1.91 1.29|2.0   0 2.0|   0     0 |   0     0 | 21  102    0   44    0
Jul 18 02:25:50 ubuntu dstat.sh[96548]: 18-07 02:25:50| 29   3  66   2   0|3077M  138M  210M 4312M| 606k  594k|  16k 4026k|1.00   407 |3160  4940 |1.74 1.91 1.29|1.0   0 1.0|   0     0 |   0     0 | 21  104    0   44    0
Jul 18 02:25:51 ubuntu dstat.sh[96548]: 18-07 02:25:51| 29   7  61   3   0|3052M  163M  210M 4313M| 194k  186k| 144k 5280k|5.00   347 |3160  5470 |1.74 1.91 1.29|1.0   0  71|   0     0 |   0     0 | 21  102    0   45    0
Jul 18 02:25:52 ubuntu dstat.sh[96548]: 18-07 02:25:52| 24   3  72   0   0|3080M  135M  210M 4313M|  91k   82k|   0   276k|   0  17.0 |1633  2639 |1.74 1.91 1.29|1.0   0 2.0|   0     0 |   0     0 | 21  102    0   45    0
Jul 18 02:25:53 ubuntu dstat.sh[96548]: 18-07 02:25:53| 25   3  67   4   0|3019M  196M  210M 4313M| 359k  350k|  32k 3616k|2.00   258 |3535  6948 |1.74 1.91 1.29|2.0   0  32|   0     0 |   0     0 | 21  102    0   46    0
Jul 18 02:25:54 ubuntu dstat.sh[96548]: 18-07 02:25:54| 20   8  71   1   0|3054M  159M  210M 4314M|8349  1837 |1161k  152k|15.0  9.00 |1815  2985 |1.68 1.89 1.29|1.0   0 116|   0     0 |   0     0 | 21  102    0   46    0
Jul 18 02:25:55 ubuntu dstat.sh[96548]: 18-07 02:25:55| 23   3  72   0   0|3078M  135M  210M 4314M| 205k  181k|   0   184k|   0  16.0 |2075  3719 |1.68 1.89 1.29|1.0   0   0|   0     0 |   0     0 | 21  105    0   46    0
Jul 18 02:25:56 ubuntu dstat.sh[96548]: 18-07 02:25:56| 27   3  69   1   0|3095M  118M  210M 4314M| 562k  543k|   0   552k|   0  64.0 |2860  4708 |1.68 1.89 1.29|1.0   0   0|   0     0 |   0     0 | 21  104    0   46    0
Jul 18 02:25:57 ubuntu dstat.sh[96548]: 18-07 02:25:57| 27   2  68   2   0|3103M  133M  210M 4292M| 506k  498k|   0  2259k|   0   285 |3119  4402 |1.68 1.89 1.29|1.0   0 1.0|   0     0 |   0     0 | 21  105    0   41    0
Jul 18 02:25:58 ubuntu dstat.sh[96548]: 18-07 02:25:58| 41  10  48   1   0|3050M  186M  210M 4292M| 737k  728k|  92k  981k|6.00  95.1 |3722  6184 |1.68 1.89 1.29|2.0   0 121|   0     0 |   0     0 | 21  103    0   42    0
Jul 18 02:25:59 ubuntu dstat.sh[96548]: 18-07 02:25:59| 39  12  46   2   0|3085M  150M  210M 4293M| 484k  472k| 635k 1210k|23.0   128 |4137  6966 |1.71 1.90 1.29|1.0   0 170|   0     0 |   0     0 | 21  104    0   42    0
Jul 18 02:26:00 ubuntu dstat.sh[96548]: 18-07 02:26:00| 25   2  71   0   0|3112M  123M  210M 4293M|  92k   84k|   0   340k|   0  20.0 |2170  5453 |1.71 1.90 1.29|1.0   0   0|   0     0 |   0     0 | 21  104    0   42    0
Jul 18 02:26:01 ubuntu dstat.sh[96548]: 18-07 02:26:01| 19   9  69   0   0|3050M  185M  210M 4293M| 174k  166k|   0   396k|   0  23.0 |2645  5135 |1.71 1.90 1.29|1.0   0 159|   0     0 |   0     0 | 21  104    0   42    0
Jul 18 02:26:02 ubuntu dstat.sh[96548]: 18-07 02:26:02| 12  19  69   0   0|3051M  184M  210M 4293M|  12k 2028 |   0   344k|   0  20.0 |3082  4869 |1.71 1.90 1.29|2.0   0 345|   0     0 |   0     0 | 21  104    0   42    0
Jul 18 02:26:03 ubuntu dstat.sh[96548]: 18-07 02:26:03| 18  13  64   5   0|3051M  182M  210M 4294M|  11k 2122 | 252k 1355k|7.00  81.0 |3775  6871 |1.71 1.90 1.29|4.0   0 129|   0     0 |   0     0 | 21  104    0   41    0
Jul 18 02:26:04 ubuntu dstat.sh[96548]: 18-07 02:26:04| 29  20  49   0   0|3096M  137M  210M 4294M|9452  1964 |   0   184k|   0  13.0 |3224  7299 |1.73 1.90 1.29|2.0   0 287|   0     0 |   0     0 | 21  104    0   39    0
Jul 18 02:26:05 ubuntu dstat.sh[96548]: 18-07 02:26:05| 30  25  43   1   0|3139M  139M  210M 4250M|  11k 2025 |8187B 4078k|2.00   592 |4243  4710 |1.73 1.90 1.29|3.0   0 343|   0     0 |   0     0 | 21  104    0   39    0
Jul 18 02:26:06 ubuntu dstat.sh[96548]: 18-07 02:26:06| 39  21  38   0   0|3171M  128M  210M 4230M| 119k  111k| 464k  328k|9.00  12.0 |4496  8997 |1.73 1.90 1.29| 10   0 184|   0     0 |   0     0 | 21  110    0   33    0
Jul 18 02:26:07 ubuntu dstat.sh[96548]: 18-07 02:26:07| 52  29  17   3   0|3287M  141M  210M 4105M|  47k   37k| 208k 2260k|13.0   309 |6713    12k|1.73 1.90 1.29|5.0   0 283|   0     0 |   0     0 | 23  116    0   33    0
Jul 18 02:26:08 ubuntu dstat.sh[96548]: 18-07 02:26:08| 51  26  21   1   0|3353M  117M  210M 4063M|  11k 2848 |  12k 3493k|3.00   284 |4331  6562 |1.73 1.90 1.29|5.0   0 443|   0     0 |   0     0 | 23  116    0   30    0
Jul 18 02:26:09 ubuntu dstat.sh[96548]: 18-07 02:26:09| 64  21  14   0   0|3407M  136M  209M 3992M|  17k 4106 |8180B  527k|2.00  34.0 |4544    11k|2.31 2.02 1.34|2.0 1.0 134|   0     0 |   0     0 | 23  116    0   30    0
Jul 18 02:26:10 ubuntu dstat.sh[96548]: 18-07 02:26:10| 58  26  13   1   0|3493M  128M  208M 3918M|  67k   57k| 913k  304k|59.1  27.0 |6612    15k|2.31 2.02 1.34|3.0   0 476|   0     0 |   0     0 | 23  132    0   28    0
Jul 18 02:26:11 ubuntu dstat.sh[96548]: 18-07 02:26:11| 31  25  41   1   0|3536M  135M  207M 3870M|  24k 4307 | 104k  424k|8.00  23.0 |3583  5872 |2.31 2.02 1.34|2.0   0 402|   0     0 |   0     0 | 23  132    0   28    0
Jul 18 02:26:12 ubuntu dstat.sh[96548]: 18-07 02:26:12| 29  20  50   0   0|3548M  145M  207M 3849M|  22k   10k|8191B  344k|1.00  26.0 |5224    10k|2.31 2.02 1.34|2.0   0 205|   0     0 |   0     0 | 24  132    0   27    0
Jul 18 02:26:13 ubuntu dstat.sh[96548]: 18-07 02:26:13| 27  21  49   0   0|3592M  120M  207M 3830M|  15k 2288 | 260k  196k|16.0  9.00 |4160  8180 |2.31 2.02 1.34|2.0   0 312|   0     0 |   0     0 | 24  132    0   27    0
Jul 18 02:26:14 ubuntu dstat.sh[96548]: 18-07 02:26:14| 34  21  41   3   0|3638M  120M  206M 3787M|  13k 1835 |8187B 8067k|2.00   630 |5107  7099 |2.21 2.00 1.33|4.0   0 338|   0     0 |   0     0 | 24  132    0   27    0
Jul 18 02:26:15 ubuntu dstat.sh[96548]: 18-07 02:26:15| 43  21  34   1   0|3686M  132M  206M 3727M| 121k  109k|  48k  252k|1.00  13.0 |5352    11k|2.21 2.00 1.33|5.0   0 160|   0     0 |   0     0 | 24  138    0   27    0
Jul 18 02:26:16 ubuntu dstat.sh[96548]: 18-07 02:26:16| 37  26  34   1   0|3766M  171M  205M 3614M|  45k   34k| 636k  560k|32.0  40.0 |5332    11k|2.21 2.00 1.33|1.0 2.0 487|   0     0 |   0     0 | 24  146    0   27    0
Jul 18 02:26:17 ubuntu dstat.sh[96548]: 18-07 02:26:17| 33  20  44   0   0|3811M  125M  205M 3614M|  87k   77k|  84k  544k|4.00  38.0 |3875  7276 |2.21 2.00 1.33|3.0   0 452|   0     0 |   0     0 | 24  151    0   27    0
Jul 18 02:26:18 ubuntu dstat.sh[96548]: 18-07 02:26:18| 30  25  44   0   0|3861M  126M  204M 3566M|  65k   57k|   0   484k|   0  31.0 |5413    11k|2.21 2.00 1.33|1.0   0 365|   0     0 |   0     0 | 24  158    0   19    0
Jul 18 02:26:19 ubuntu dstat.sh[96548]: 18-07 02:26:19| 21  16  61   1   0|3856M  130M  204M 3567M|  12k 1888 |  16k  196k|1.00  13.0 |4520    10k|2.19 2.00 1.34|1.0   0 175|   0     0 |   0     0 | 24  158    0   19    0
Jul 18 02:26:20 ubuntu dstat.sh[96548]: 18-07 02:26:20| 33  17  49   1   0|3931M  127M  203M 3499M|  10k 2080 | 329k  481k|8.01  23.0 |2961  4698 |2.19 2.00 1.34|2.0   0 131|   0     0 |   0     0 | 24  158    0   19    0
Jul 18 02:26:21 ubuntu dstat.sh[96548]: 18-07 02:26:21| 42   8  43   5   0|4001M  127M  203M 3430M|  18k   10k| 667k 7673k|11.0   653 |3345  3168 |2.19 2.00 1.34|  0 2.0 1.0|   0     0 |   0     0 | 24  157    0   20    0
Jul 18 02:26:22 ubuntu dstat.sh[96548]: 18-07 02:26:22| 35   7  46  12   1|4043M  122M  203M 3394M|  17k 8341 |  84k  509k|5.01  80.1 |2374  3230 |2.19 2.00 1.34|2.0   0 2.0|   0     0 |   0     0 | 24  157    0   19    0
Jul 18 02:26:23 ubuntu dstat.sh[96548]: 18-07 02:26:23| 45   7  45   2   0|4095M  136M  204M 3330M|  32k   23k| 300k  328k|22.0  28.0 |2320  3301 |2.19 2.00 1.34|1.0 1.0 3.0|   0     0 |   0     0 | 24  161    0   19    0
Jul 18 02:26:24 ubuntu dstat.sh[96548]: 18-07 02:26:24| 42  25  27   4   0|4050M  173M  204M 3338M| 149k  131k|6111k  344k| 103  17.0 |6358    13k|2.34 2.03 1.35|3.0   0 531|   0     0 |   0     0 | 24  165    0   19    0
Jul 18 02:26:25 ubuntu dstat.sh[96548]: 18-07 02:26:25| 49  25  22   0   0|4065M  154M  204M 3341M| 124k  114k| 555k  503k|11.0  29.9 |5543    10k|2.34 2.03 1.35|2.0 1.0 427|   0     0 |   0     0 | 24  183    0   19    0
Jul 18 02:26:26 ubuntu dstat.sh[96548]: 18-07 02:26:26| 49  19  32   1   0|4059M  158M  204M 3342M| 261k  254k| 136k  549k|5.01  40.1 |5239    11k|2.34 2.03 1.35|4.0   0 122|   0     0 |   0     0 | 24  181    0   19    0
Jul 18 02:26:27 ubuntu dstat.sh[96548]: 18-07 02:26:27| 77  21   1   0   0|4197M  130M  204M 3239M|  16k 8328 | 758k   12M|32.9   563 |4118  5667 |2.34 2.03 1.35|7.0   0 128|   0     0 |   0     0 | 24  182    0   19    0
Jul 18 02:26:28 ubuntu dstat.sh[96548]: 18-07 02:26:28| 71  16   9   5   1|4250M  124M  204M 3194M| 304k  294k| 462k  984k|26.1  59.2 |4100  8124 |2.34 2.03 1.35|5.0   0  43|   0     0 |   0     0 | 24  197    0   19    0
Jul 18 02:26:29 ubuntu dstat.sh[96548]: 18-07 02:26:29| 66  16   7  12   0|4265M  133M  204M 3171M|  23k   16k|3329k  660k| 227  26.0 |3727  6571 |2.47 2.07 1.37|6.0   0  57|   0     0 |   0     0 | 24  200    0   20    0
Jul 18 02:26:30 ubuntu dstat.sh[96548]: 18-07 02:26:30| 65  19   7   9   0|4302M  127M  204M 3141M| 178k  170k|2773k 1167k| 257  93.9 |  15k   34k|2.47 2.07 1.37|7.0   0  18|   0     0 |   0     0 | 24  206    0   20    0
Jul 18 02:26:31 ubuntu dstat.sh[96548]: 18-07 02:26:31| 63  19  16   1   0|4291M  165M  204M 3114M| 732k  723k| 680k 1804k|44.0   179 |8272    18k|2.47 2.07 1.37|5.0   0 264|   0     0 |   0     0 | 24  206    0   25    0
Jul 18 02:26:32 ubuntu dstat.sh[96548]: 18-07 02:26:32| 34  19  42   4   0|4333M  123M  204M 3115M| 115k  106k| 248k 5296k|11.0   339 |4739  8202 |2.47 2.07 1.37|4.0   0 294|   0     0 |   0     0 | 24  207    0   24    0
