-- Logs begin at Sat 2023-08-05 00:30:40 UTC, end at Sat 2023-08-05 02:02:27 UTC. --
Aug 05 01:25:59 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 05 01:25:59 ubuntu dstat.sh[106609]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 05 01:25:59 ubuntu dstat.sh[106609]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 05 01:27:37 ubuntu dstat.sh[106609]: 05-08 01:27:37| 83  12   4   0   0|1376M  410M  209M 5712M| 898k  889k|   0   269k|   0  24.1 |4855    14k|3.64 1.56 0.87|7.0   0 181|   0     0 |   0     0 |  9   35    1   45    0
Aug 05 01:27:38 ubuntu dstat.sh[106609]: 05-08 01:27:38| 85  10   5   0   0|1349M  436M  209M 5712M| 620k  609k|   0   276k|   0  20.0 |4302    10k|3.64 1.56 0.87|5.0   0  67|   0     0 |   0     0 |  9   34    0   47    0
Aug 05 01:27:39 ubuntu dstat.sh[106609]: 05-08 01:27:39| 82  12   5   0   0|1331M  454M  209M 5712M| 643k  633k|   0  1636k|   0  50.0 |4270  9548 |3.64 1.56 0.87|6.0   0  49|   0     0 |   0     0 |  9   34    0   47    0
Aug 05 01:27:40 ubuntu dstat.sh[106609]: 05-08 01:27:40| 86  11   3   0   0|1409M  377M  209M 5712M| 656k  649k|   0   260k|   0  21.0 |4054  9301 |3.64 1.56 0.87|5.0   0  96|   0     0 |   0     0 |  9   35    0   44    0
Aug 05 01:27:41 ubuntu dstat.sh[106609]: 05-08 01:27:41| 78  13   7   0   0|1295M  490M  209M 5713M|1093k 1085k|   0   336k|   0  34.0 |5064    17k|3.64 1.56 0.87|7.0   0 154|   0     0 |   0     0 |  9   34    0   45    0
Aug 05 01:27:42 ubuntu dstat.sh[106609]: 05-08 01:27:42| 84  13   2   0   0|1402M  383M  209M 5713M| 432k  425k|   0   152k|   0  8.00 |2651  6170 |3.66 1.60 0.89|4.0   0  77|   0     0 |   0     0 |  9   34    0   45    0
Aug 05 01:27:43 ubuntu dstat.sh[106609]: 05-08 01:27:43| 81  11   8   0   0|1300M  484M  209M 5713M| 994k  987k|   0   152k|   0  10.0 |5465    14k|3.66 1.60 0.89|4.0   0 115|   0     0 |   0     0 |  9   35    0   48    0
Aug 05 01:27:44 ubuntu dstat.sh[106609]: 05-08 01:27:44| 86  13   1   0   0|1424M  360M  209M 5713M| 379k  371k|   0   180k|   0  17.0 |2454  5785 |3.66 1.60 0.89|4.0   0  76|   0     0 |   0     0 |  9   35    0   48    0
Aug 05 01:27:45 ubuntu dstat.sh[106609]: 05-08 01:27:45| 80  14   5   0   0|1360M  424M  210M 5713M| 744k  734k|   0   500k|   0  49.0 |4311    11k|3.66 1.60 0.89|4.0   0 185|   0     0 |   0     0 |  9   35    0   48    0
Aug 05 01:27:46 ubuntu dstat.sh[106609]: 05-08 01:27:46| 84  13   1   0   0|1432M  352M  210M 5714M| 336k  320k|   0   288k|   0  21.0 |2928  9436 |3.66 1.60 0.89|5.0   0 132|   0     0 |   0     0 |  9   35    0   49    0
Aug 05 01:27:47 ubuntu dstat.sh[106609]: 05-08 01:27:47| 72  12  17   0   0|1348M  435M  210M 5714M|1139k 1129k|   0   148k|   0  9.00 |5044    15k|3.69 1.64 0.90|5.0   0  88|   0     0 |   0     0 |  9   35    0   53    0
Aug 05 01:27:48 ubuntu dstat.sh[106609]: 05-08 01:27:48| 76  14   9   0   0|1362M  421M  210M 5714M| 207k  199k|   0   291k|   0  22.9 |2914  4984 |3.69 1.64 0.90|4.0   0 133|   0     0 |   0     0 |  9   34    0   50    0
Aug 05 01:27:49 ubuntu dstat.sh[106609]: 05-08 01:27:49| 64   6  30   0   0|1395M  388M  210M 5714M| 777k  768k|   0   444k|   0  25.0 |4566  9321 |3.69 1.64 0.90|5.0   0   0|   0     0 |   0     0 |  9   36    0   51    0
Aug 05 01:27:50 ubuntu dstat.sh[106609]: 05-08 01:27:50| 57  16  26   1   0|1299M  484M  210M 5714M| 304k  294k|   0   344k|   0  33.0 |3965  7041 |3.69 1.64 0.90|4.0   0 282|   0     0 |   0     0 |  9   34    0   53    0
Aug 05 01:27:51 ubuntu dstat.sh[106609]: 05-08 01:27:51| 69   6  25   0   0|1395M  388M  210M 5714M| 181k  172k|   0   148k|   0  8.00 |2004  2946 |3.69 1.64 0.90|3.0   0   0|   0     0 |   0     0 |  9   35    0   53    0
Aug 05 01:27:52 ubuntu dstat.sh[106609]: 05-08 01:27:52| 58   7  36   0   0|1273M  510M  210M 5715M| 825k  816k|   0   304k|   0  30.0 |5390    12k|3.64 1.67 0.91|3.0   0  92|   0     0 |   0     0 |  9   35    0   54    0
Aug 05 01:27:53 ubuntu dstat.sh[106609]: 05-08 01:27:53| 61  13  25   0   0|1312M  470M  210M 5715M| 431k  421k|   0   348k|   0  24.0 |3841  7564 |3.64 1.67 0.91|3.0   0 135|   0     0 |   0     0 |  9   34    0   55    0
Aug 05 01:27:54 ubuntu dstat.sh[106609]: 05-08 01:27:54| 63  11  24   0   0|1329M  453M  210M 5715M| 525k  512k|   0   272k|   0  23.0 |3503  6906 |3.64 1.67 0.91|3.0   0 101|   0     0 |   0     0 |  9   35    0   53    0
Aug 05 01:27:55 ubuntu dstat.sh[106609]: 05-08 01:27:55| 67   9  25   0   0|1359M  423M  210M 5715M| 494k  484k|   0   316k|   0  26.0 |3696  6937 |3.64 1.67 0.91|3.0   0 7.0|   0     0 |   0     0 |  9   35    0   54    0
Aug 05 01:27:56 ubuntu dstat.sh[106609]: 05-08 01:27:56| 59   7  33   0   0|1393M  389M  210M 5715M|1027k 1019k|   0   220k|   0  13.0 |5317    14k|3.64 1.67 0.91|2.0   0   0|   0     0 |   0     0 |  9   37    0   54    0
Aug 05 01:27:57 ubuntu dstat.sh[106609]: 05-08 01:27:57| 52  13  35   0   0|1270M  512M  210M 5715M| 416k  406k|   0   360k|   0  41.0 |3608  7739 |3.67 1.71 0.93|2.0   0 237|   0     0 |   0     0 |  9   34    0   55    0
Aug 05 01:27:58 ubuntu dstat.sh[106609]: 05-08 01:27:58| 46   5  49   0   0|1331M  451M  210M 5715M| 116k  108k|   0   232k|   0  12.0 |1383  2075 |3.67 1.71 0.93|2.0   0   0|   0     0 |   0     0 |  9   34    0   52    0
Aug 05 01:27:59 ubuntu dstat.sh[106609]: 05-08 01:27:59| 45   6  48   0   0|1290M  491M  210M 5716M| 723k  713k|   0   288k|   0  22.0 |4951  9596 |3.67 1.71 0.93|2.0   0 6.0|   0     0 |   0     0 |  9   35    0   53    0
Aug 05 01:28:00 ubuntu dstat.sh[106609]: 05-08 01:28:00| 42   9  49   0   0|1298M  483M  210M 5716M| 116k  108k|   0   236k|   0  8.00 |2065  2933 |3.67 1.71 0.93|2.0   0  66|   0     0 |   0     0 |  9   34    0   53    0
Aug 05 01:28:01 ubuntu dstat.sh[106609]: 05-08 01:28:01| 48   3  48   0   0|1330M  451M  210M 5716M| 421k  410k|   0   275k|   0  20.0 |2977  5802 |3.67 1.71 0.93|2.0   0   0|   0     0 |   0     0 |  9   34    0   53    0
Aug 05 01:28:02 ubuntu dstat.sh[106609]: 05-08 01:28:02| 36  17  47   0   0|1259M  523M  210M 5716M| 159k  151k|   0   428k|   0  40.0 |2823  5458 |3.53 1.71 0.94|2.0   0 383|   0     0 |   0     0 |  9   34    0   52    0
Aug 05 01:28:03 ubuntu dstat.sh[106609]: 05-08 01:28:03| 45   5  49   0   0|1325M  456M  210M 5716M|  63k   52k|   0   216k|   0  12.0 |1456  1732 |3.53 1.71 0.94|2.0   0   0|   0     0 |   0     0 |  9   34    0   52    0
Aug 05 01:28:04 ubuntu dstat.sh[106609]: 05-08 01:28:04| 45   6  48   1   0|1270M  512M  210M 5716M| 674k  663k|   0  1089k|   0  75.1 |4657  9626 |3.53 1.71 0.94|3.0   0  27|   0     0 |   0     0 |  9   34    0   52    0
Aug 05 01:28:05 ubuntu dstat.sh[106609]: 05-08 01:28:05| 43   8  46   2   0|1303M  478M  210M 5716M|  20k 1673 |   0  9602k|   0   306 |2059  2206 |3.53 1.71 0.94|2.0   0  52|   0     0 |   0     0 |  9   34    0   52    0
Aug 05 01:28:06 ubuntu dstat.sh[106609]: 05-08 01:28:06| 46   5  49   0   0|1332M  449M  210M 5716M| 638k  627k|   0     0 |   0     0 |3526  8539 |3.53 1.71 0.94|2.0   0   0|   0     0 |   0     0 |  9   36    0   53    0
Aug 05 01:28:07 ubuntu dstat.sh[106609]: 05-08 01:28:07| 41  13  46   0   0|1228M  553M  210M 5716M| 485k  473k|   0   124k|   0  13.0 |4496  8553 |3.41 1.72 0.94|2.0   0 227|   0     0 |   0     0 |  9   34    0   54    0
Aug 05 01:28:08 ubuntu dstat.sh[106609]: 05-08 01:28:08| 25   9  64   0   0|1265M  516M  210M 5716M|  12k 1616 |   0   176k|   0  12.0 |1680  2310 |3.41 1.72 0.94|1.0   0 149|   0     0 |   0     0 |  9   34    0   50    0
Aug 05 01:28:09 ubuntu dstat.sh[106609]: 05-08 01:28:09| 22   5  73   0   0|1208M  573M  210M 5716M| 224k  214k|   0   148k|   0  17.0 |1978  3808 |3.41 1.72 0.94|1.0   0  58|   0     0 |   0     0 |  9   34    0   50    0
Aug 05 01:28:10 ubuntu dstat.sh[106609]: 05-08 01:28:10| 20   6  73   0   0|1259M  522M  210M 5716M|  10k 1620 |   0   580k|   0  45.0 |1399  1542 |3.41 1.72 0.94|1.0   0  43|   0     0 |   0     0 |  9   34    0   50    0
Aug 05 01:28:11 ubuntu dstat.sh[106609]: 05-08 01:28:11| 24   2  72   1   0|1269M  511M  210M 5716M| 219k  210k|   0   276k|   0  23.0 |1676  3543 |3.41 1.72 0.94|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   51    0
Aug 05 01:28:12 ubuntu dstat.sh[106609]: 05-08 01:28:12| 20   6  73   0   0|1244M  537M  210M 5716M|8331  1514 |   0   144k|   0  10.0 |1484  1903 |3.22 1.70 0.94|1.0   0  97|   0     0 |   0     0 |  9   34    0   50    0
Aug 05 01:28:13 ubuntu dstat.sh[106609]: 05-08 01:28:13| 23   3  73   0   0|1268M  513M  210M 5716M| 159k  151k|   0   136k|   0  7.01 |1305  2403 |3.22 1.70 0.94|1.0   0   0|   0     0 |   0     0 |  9   35    0   51    0
Aug 05 01:28:14 ubuntu dstat.sh[106609]: 05-08 01:28:14| 22   4  72   0   0|1217M  564M  210M 5716M| 315k  299k|   0   654k|   0  44.9 |2147  4566 |3.22 1.70 0.94|1.0   0  31|   0     0 |   0     0 |  9   34    0   52    0
Aug 05 01:28:15 ubuntu dstat.sh[106609]: 05-08 01:28:15| 22   3  74   0   0|1266M  515M  210M 5716M|  19k 4818 |   0   112k|   0  8.00 |1065  1264 |3.22 1.70 0.94|1.0   0 1.0|   0     0 |   0     0 |  9   35    0   52    0
Aug 05 01:28:16 ubuntu dstat.sh[106609]: 05-08 01:28:16| 24   3  72   0   0|1267M  513M  210M 5717M| 497k  475k|   0   164k|   0  15.0 |3086  6004 |3.22 1.70 0.94|4.0   0   0|   0     0 |   0     0 |  9   35    0   52    0
Aug 05 01:28:17 ubuntu dstat.sh[106609]: 05-08 01:28:17| 21   6  73   0   0|1236M  544M  210M 5717M| 127k  116k|   0    76k|   0  6.00 |1994  2929 |3.04 1.69 0.94|1.0   0  58|   0     0 |   0     0 |  9   34    0   52    0
Aug 05 01:28:18 ubuntu dstat.sh[106609]: 05-08 01:28:18| 23   3  74   0   1|1266M  514M  210M 5717M|  63k   54k|   0    40k|   0  4.00 |1303  1728 |3.04 1.69 0.94|1.0   0   0|   0     0 |   0     0 |  9   34    0   52    0
Aug 05 01:28:19 ubuntu dstat.sh[106609]: 05-08 01:28:19| 21   6  72   0   0|1230M  550M  210M 5717M| 101k   89k|   0   304k|   0  24.0 |1668  2678 |3.04 1.69 0.94|1.0   0  93|   0     0 |   0     0 |  9   34    0   52    0
Aug 05 01:28:20 ubuntu dstat.sh[106609]: 05-08 01:28:20| 22   3  74   0   0|1265M  516M  210M 5717M|  62k   52k|   0   116k|   0  9.99 |1091  1544 |3.04 1.69 0.94|1.0   0   0|   0     0 |   0     0 |  9   34    0   52    0
Aug 05 01:28:21 ubuntu dstat.sh[106609]: 05-08 01:28:21| 19   8  71   0   0|1206M  574M  210M 5717M| 175k  166k|   0   152k|   0  17.0 |2296  3865 |3.04 1.69 0.94|1.0   0  98|   0     0 |   0     0 |  9   34    0   49    0
Aug 05 01:28:22 ubuntu dstat.sh[106609]: 05-08 01:28:22| 22   4  74   0   0|1260M  520M  210M 5717M|  11k 1617 |   0   148k|   0  7.98 |1144  1293 |2.87 1.68 0.94|1.0   0 5.0|   0     0 |   0     0 |  9   34    0   49    0
Aug 05 01:28:23 ubuntu dstat.sh[106609]: 05-08 01:28:23| 25   1  72   0   0|1268M  512M  210M 5717M| 220k  209k|   0   216k|   0  20.0 |2220  3636 |2.87 1.68 0.94|1.0   0   0|   0     0 |   0     0 |  9   34    0   49    0
Aug 05 01:28:24 ubuntu dstat.sh[106609]: 05-08 01:28:24| 18   8  73   0   0|1242M  538M  210M 5717M|  11k 1622 |   0   148k|   0  9.01 |1502  1914 |2.87 1.68 0.94|1.0   0  95|   0     0 |   0     0 |  9   34    0   49    0
Aug 05 01:28:25 ubuntu dstat.sh[106609]: 05-08 01:28:25| 22   4  74   0   0|1267M  513M  210M 5717M| 136k  124k|   0   140k|   0  8.00 |1607  2465 |2.87 1.68 0.94|1.0   0   0|   0     0 |   0     0 |  9   35    0   40    0
Aug 05 01:28:26 ubuntu dstat.sh[106609]: 05-08 01:28:26| 24   4  71   0   0|1216M  564M  210M 5717M| 334k  322k|   0   656k|   0  44.0 |3061  5678 |2.87 1.68 0.94|1.0   0  31|   0     0 |   0     0 |  9   34    0   40    0
Aug 05 01:28:27 ubuntu dstat.sh[106609]: 05-08 01:28:27| 22   3  74   0   0|1261M  519M  210M 5717M|  13k 1618 |   0   112k|   0  7.99 |1019  1272 |2.72 1.67 0.94|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   36    0
Aug 05 01:28:28 ubuntu dstat.sh[106609]: 05-08 01:28:28| 23   4  73   0   0|1268M  513M  210M 5717M| 331k  313k|   0     0 |   0     0 |2406  5394 |2.72 1.67 0.94|1.0   0   0|   0     0 |   0     0 |  9   35    0   36    0
Aug 05 01:28:29 ubuntu dstat.sh[106609]: 05-08 01:28:29| 20   8  71   0   1|1205M  575M  210M 5717M| 285k  276k|   0  4097B|   0  1.00 |2800  5291 |2.72 1.67 0.94|1.0   0 130|   0     0 |   0     0 |  9   34    0   32    0
Aug 05 01:28:30 ubuntu dstat.sh[106609]: 05-08 01:28:30| 26  18  55   0   0|1259M  520M  210M 5717M|  23k   13k|   0   264k|   0  20.0 |2397  3654 |2.72 1.67 0.94|2.0   0 279|   0     0 |   0     0 |  9   34    0   34    0
Aug 05 01:28:31 ubuntu dstat.sh[106609]: 05-08 01:28:31| 45   5  50   0   0|1356M  423M  210M 5718M|  18k 8548 |  20k  531k|1.00  17.0 |1468  1829 |2.72 1.67 0.94|3.0   0 2.0|   0     0 |   0     0 |  9   36    0   34    0
Aug 05 01:28:32 ubuntu dstat.sh[106609]: 05-08 01:28:32| 24   5  49  20   0|1380M  397M  210M 5720M|  24k   13k| 344k 6372k|22.0   574 |5214  8978 |2.75 1.69 0.96|2.0 1.0  28|   0     0 |   0     0 |  9   38    0   34    0
Aug 05 01:28:33 ubuntu dstat.sh[106609]: 05-08 01:28:33| 31   4  47  17   0|1308M  467M  210M 5721M|  17k 7126 |   0    11M|   0   911 |6292    11k|2.75 1.69 0.96|2.0   0  35|   0     0 |   0     0 |  9   38    0   34    0
Aug 05 01:28:34 ubuntu dstat.sh[106609]: 05-08 01:28:34| 30   5  46  18   0|1359M  414M  210M 5723M|  17k 7240 |   0    18M|   0  1293 |6872    12k|2.75 1.69 0.96|2.0 1.0  24|   0     0 |   0     0 |  9   38    0   34    0
Aug 05 01:28:35 ubuntu dstat.sh[106609]: 05-08 01:28:35| 28   6  45  20   0|1390M  382M  211M 5724M|  16k 6933 |   0  7463k|   0   698 |4999  9178 |2.75 1.69 0.96|4.0   0  34|   0     0 |   0     0 |  9   38    0   33    0
Aug 05 01:28:36 ubuntu dstat.sh[106609]: 05-08 01:28:36| 32   5  40  22   0|1351M  421M  211M 5725M|  20k 9400 |   0    18M|   0  1335 |6475    11k|2.75 1.69 0.96|1.0 1.0  20|   0     0 |   0     0 |  9   38    0   33    0
Aug 05 01:28:37 ubuntu dstat.sh[106609]: 05-08 01:28:37| 33   7  42  17   0|1390M  380M  211M 5726M|  28k   17k|   0  7778k|   0   762 |5439    10k|2.85 1.73 0.97|1.0 1.0  10|   0     0 |   0     0 |  9   38    0   31    0
Aug 05 01:28:38 ubuntu dstat.sh[106609]: 05-08 01:28:38| 42   4  43  10   0|1301M  469M  211M 5725M|  21k   12k|   0    15M|   0  1068 |5295  9198 |2.85 1.73 0.97|2.0   0 8.0|   0     0 |   0     0 |  9   34    0   31    0
Aug 05 01:28:39 ubuntu dstat.sh[106609]: 05-08 01:28:39| 44   6  48   1   0|1390M  381M  211M 5725M|  21k 9664 |   0   604k|   0  40.0 |1445  1713 |2.85 1.73 0.97|2.0   0 2.0|   0     0 |   0     0 |  9   36    0   29    0
Aug 05 01:28:40 ubuntu dstat.sh[106609]: 05-08 01:28:40| 35   6  47  11   0|1329M  441M  211M 5725M| 205k  197k|   0  8673k|   0  1036 |8993    16k|2.85 1.73 0.97|2.0   0 2.0|   0     0 |   0     0 |  9   36    0   29    0
Aug 05 01:28:41 ubuntu dstat.sh[106609]: 05-08 01:28:41| 34   7  46  11   0|1378M  391M  212M 5725M| 247k  230k|   0  6928k|   0  1115 |  10k   18k|2.85 1.73 0.97|4.0   0 1.0|   0     0 |   0     0 |  9   36    0   28    0
Aug 05 01:28:42 ubuntu dstat.sh[106609]: 05-08 01:28:42| 40   7  46   6   0|1239M  530M  212M 5725M| 142k  130k|   0  5106k|   0   672 |6731    11k|2.78 1.73 0.98|2.0   0  65|   0     0 |   0     0 |  9   34    0   28    0
Aug 05 01:28:43 ubuntu dstat.sh[106609]: 05-08 01:28:43| 24   4  70   1   0|1291M  478M  212M 5725M|  11k 1620 |   0  1248k|   0   141 |1566  1795 |2.78 1.73 0.98|1.0   0  39|   0     0 |   0     0 |  9   34    0   25    0
Aug 05 01:28:44 ubuntu dstat.sh[106609]: 05-08 01:28:44| 22   4  74   0   0|1321M  448M  212M 5725M|  10k 1618 |   0   723k|   0  46.9 |1305  1578 |2.78 1.73 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   25    0
Aug 05 01:28:45 ubuntu dstat.sh[106609]: 05-08 01:28:45| 22   5  72   1   0|1265M  504M  212M 5725M|  12k 1620 |   0  6861k|   0   344 |1944  2634 |2.78 1.73 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   25    0
Aug 05 01:28:46 ubuntu dstat.sh[106609]: 05-08 01:28:46| 22   4  73   1   1|1315M  454M  212M 5725M|  12k 2186 |   0  1937k|   0   208 |1439  1266 |2.78 1.73 0.98|4.0   0 1.0|   0     0 |   0     0 |  9   34    0   25    0
Aug 05 01:28:47 ubuntu dstat.sh[106609]: 05-08 01:28:47| 28   6  66   0   0|1258M  511M  212M 5725M|  11k 2197 |   0     0 |   0     0 |1660  4781 |2.64 1.72 0.98|2.0   0  36|   0     0 |   0     0 |  9   34    0   21    0
Aug 05 01:28:48 ubuntu dstat.sh[106609]: 05-08 01:28:48| 22   3  74   0   0|1308M  461M  212M 5725M|8754  1512 |   0     0 |   0     0 |1076  1211 |2.64 1.72 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   21    0
Aug 05 01:28:49 ubuntu dstat.sh[106609]: 05-08 01:28:49| 23   2  74   0   0|1234M  535M  212M 5725M|  12k 1620 |   0     0 |   0     0 |1078  1123 |2.64 1.72 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   21    0
Aug 05 01:28:50 ubuntu dstat.sh[106609]: 05-08 01:28:50| 22   4  74   0   0|1255M  514M  212M 5725M|9998  1568 |   0     0 |   0     0 |1034  1199 |2.64 1.72 0.98|1.0   0 3.0|   0     0 |   0     0 |  9   34    0   21    0
Aug 05 01:28:51 ubuntu dstat.sh[106609]: 05-08 01:28:51| 23   3  73   0   0|1310M  458M  212M 5725M|9303  1618 |   0   424k|   0  27.0 |1222  1585 |2.64 1.72 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   18    0
Aug 05 01:28:52 ubuntu dstat.sh[106609]: 05-08 01:28:52| 23   2  74   0   0|1241M  528M  212M 5725M|  10k 1618 |   0    36k|   0  3.99 |1067  1296 |2.50 1.71 0.98|1.0   0 4.0|   0     0 |   0     0 |  9   34    0   18    0
Aug 05 01:28:53 ubuntu dstat.sh[106609]: 05-08 01:28:53| 24   2  74   0   0|1294M  474M  212M 5725M|  18k 1620 |   0     0 |   0     0 | 952  1129 |2.50 1.71 0.98|1.0   0   0|   0     0 |   0     0 |  9   34    0   16    0
Aug 05 01:28:54 ubuntu dstat.sh[106609]: 05-08 01:28:54| 22   3  74   0   0|1274M  494M  212M 5725M|9420  1622 |   0     0 |   0     0 |1008  1158 |2.50 1.71 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   16    0
Aug 05 01:28:55 ubuntu dstat.sh[106609]: 05-08 01:28:55| 22   4  74   0   0|1256M  513M  212M 5725M|  13k 1622 |   0     0 |   0     0 |1092  1201 |2.50 1.71 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   15    0
Aug 05 01:28:56 ubuntu dstat.sh[106609]: 05-08 01:28:56| 23   3  74   0   0|1302M  467M  212M 5725M|  13k 1618 |   0    16k|   0  2.00 |1093  1206 |2.50 1.71 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   15    0
Aug 05 01:28:57 ubuntu dstat.sh[106609]: 05-08 01:28:57| 22   3  74   0   0|1318M  450M  212M 5725M|  14k 1554 |   0     0 |   0     0 |1078  1190 |2.38 1.70 0.98|1.0   0   0|   0     0 |   0     0 |  9   34    0   15    0
Aug 05 01:28:58 ubuntu dstat.sh[106609]: 05-08 01:28:58| 10  19  70   0   0|1222M  546M  212M 5726M|  12k 1663 |   0   672k|   0  8.00 |2784  4346 |2.38 1.70 0.98|1.0   0 399|   0     0 |   0     0 |  9   34    0   13    0
Aug 05 01:28:59 ubuntu dstat.sh[106609]: 05-08 01:28:59|  8  21  70   0   0|1223M  546M  212M 5726M|  13k 1619 |   0   532k|   0  11.0 |2739  4357 |2.38 1.70 0.98|1.0   0 375|   0     0 |   0     0 |  9   34    0   13    0
Aug 05 01:29:00 ubuntu dstat.sh[106609]: 05-08 01:29:00| 10  20  69   0   0|1222M  546M  212M 5726M|  10k 1564 |   0   176k|   0  2.00 |2765  4304 |2.38 1.70 0.98|1.0   0 386|   0     0 |   0     0 |  9   34    0   11    0
Aug 05 01:29:01 ubuntu dstat.sh[106609]: 05-08 01:29:01| 18   9  72   1   0|1260M  509M  212M 5726M|  12k 1622 |   0  1418k|   0   125 |2029  2668 |2.38 1.70 0.98|1.0   0 129|   0     0 |   0     0 |  9   34    0   11    0
Aug 05 01:29:02 ubuntu dstat.sh[106609]: 05-08 01:29:02| 22   3  74   0   0|1311M  457M  212M 5726M|  13k 1619 |   0     0 |   0     0 | 994  1234 |2.27 1.69 0.98|1.0   0 3.0|   0     0 |   0     0 |  9   34    0   11    0
Aug 05 01:29:03 ubuntu dstat.sh[106609]: 05-08 01:29:03| 23   2  73   0   0|1254M  514M  212M 5726M|  11k 1620 |   0    16k|   0  1.00 |1088  1196 |2.27 1.69 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   11    0
Aug 05 01:29:04 ubuntu dstat.sh[106609]: 05-08 01:29:04| 22   4  74   0   0|1308M  460M  212M 5726M|9111  1622 |   0     0 |   0     0 |1167  1249 |2.27 1.69 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   11    0
Aug 05 01:29:05 ubuntu dstat.sh[106609]: 05-08 01:29:05| 22   3  74   0   0|1239M  529M  212M 5726M|  12k 1621 |   0    16k|   0  1.00 |1170  1260 |2.27 1.69 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   11    0
Aug 05 01:29:06 ubuntu dstat.sh[106609]: 05-08 01:29:06| 23   2  72   1   0|1296M  472M  212M 5726M|  20k 1620 |   0  1612k|   0  49.0 |1210  1288 |2.27 1.69 0.98|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Aug 05 01:29:07 ubuntu dstat.sh[106609]: 05-08 01:29:07| 22   3  74   0   0|1321M  447M  212M 5726M|  11k 1511 |   0    12k|   0  1.00 |1106  1251 |2.25 1.69 0.99|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Aug 05 01:29:08 ubuntu dstat.sh[106609]: 05-08 01:29:08| 22   4  74   0   0|1271M  497M  212M 5726M|  11k 1726 |   0     0 |   0     0 |1147  1244 |2.25 1.69 0.99|2.0   0 2.0|   0     0 |   0     0 |  9   34    0    7    0
Aug 05 01:29:09 ubuntu dstat.sh[106609]: 05-08 01:29:09| 22   4  74   0   0|1321M  447M  212M 5726M|9711  1620 |   0     0 |   0     0 |1174  1245 |2.25 1.69 0.99|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    7    0
Aug 05 01:29:10 ubuntu dstat.sh[106609]: 05-08 01:29:10| 23   3  74   0   0|1259M  509M  212M 5726M|  10k 1568 |   0    12k|   0  1.00 |1067  1183 |2.25 1.69 0.99|3.0   0 2.0|   0     0 |   0     0 |  9   34    0    7    0
Aug 05 01:29:11 ubuntu dstat.sh[106609]: 05-08 01:29:11| 23   3  73   0   0|1304M  464M  212M 5726M|9433  1616 |   0  4800k|   0   241 |1853  2537 |2.25 1.69 0.99|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    7    0
Aug 05 01:29:12 ubuntu dstat.sh[106609]: 05-08 01:29:12| 24   2  73   0   0|1226M  542M  212M 5726M|  11k 1621 |   0   132k|   0  11.0 |1129  1282 |2.15 1.68 0.99|2.0   0 3.0|   0     0 |   0     0 |  9   34    0    6    0
Aug 05 01:29:13 ubuntu dstat.sh[106609]: 05-08 01:29:13| 22   3  74   0   0|1288M  480M  212M 5726M|  10k 1619 |   0     0 |   0     0 |1099  1151 |2.15 1.68 0.99|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    6    0
Aug 05 01:29:14 ubuntu dstat.sh[106609]: 05-08 01:29:14| 22   4  74   0   0|1320M  448M  212M 5726M|  12k 1621 |   0    12k|   0  1.00 |1172  1233 |2.15 1.68 0.99|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    4    0
Aug 05 01:29:15 ubuntu dstat.sh[106609]: 05-08 01:29:15| 23   3  74   0   0|1283M  486M  212M 5726M|  12k 1620 |   0     0 |   0     0 |1076  1178 |2.15 1.68 0.99|2.0   0 2.0|   0     0 |   0     0 |  9   34    0    4    0
Aug 05 01:29:16 ubuntu dstat.sh[106609]: 05-08 01:29:16| 23   3  74   0   0|1322M  446M  212M 5726M|  20k 1616 |   0   391k|   0  54.9 |1185  1203 |2.15 1.68 0.99|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    4    0
