-- Logs begin at Thu 2023-07-13 13:07:04 UTC, end at Thu 2023-07-13 14:59:11 UTC. --
Jul 13 14:23:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 13 14:23:13 ubuntu dstat.sh[82492]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 13 14:23:13 ubuntu dstat.sh[82492]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 13 14:24:51 ubuntu dstat.sh[82492]: 13-07 14:24:51| 82  13   4   0   0|1376M  784M  205M 5355M| 606k  597k|   0   488k|   0  44.0 |3998    10k|3.67 1.43 0.63|4.0   0 184|   0     0 |   0     0 |  9   35    0   47    0
Jul 13 14:24:52 ubuntu dstat.sh[82492]: 13-07 14:24:52| 80  11  10   0   0|1393M  767M  205M 5355M|1085k 1078k|   0   512k|   0  51.0 |5877    15k|3.67 1.43 0.63|5.0   0  31|   0     0 |   0     0 |  9   36    0   47    0
Jul 13 14:24:53 ubuntu dstat.sh[82492]: 13-07 14:24:53| 82  14   4   0   0|1351M  808M  205M 5356M| 436k  419k|   0   244k|   0  20.0 |3152  6808 |3.67 1.43 0.63|4.0   0 118|   0     0 |   0     0 |  9   34    0   46    0
Jul 13 14:24:54 ubuntu dstat.sh[82492]: 13-07 14:24:54| 83  11   5   0   1|1450M  708M  205M 5356M| 839k  832k|   0   372k|   0  29.0 |3974    11k|3.70 1.47 0.65|4.0   0   0|   0     0 |   0     0 |  9   37    0   47    0
Jul 13 14:24:55 ubuntu dstat.sh[82492]: 13-07 14:24:55| 74  12  12   0   0|1301M  857M  205M 5356M| 854k  846k|   0   736k|   0  81.0 |6163    14k|3.70 1.47 0.65|4.0   0 211|   0     0 |   0     0 |  9   34    0   48    0
Jul 13 14:24:56 ubuntu dstat.sh[82492]: 13-07 14:24:56| 87  10   2   0   0|1444M  714M  205M 5357M| 380k  370k|   0   236k|   0  19.0 |2737  4722 |3.70 1.47 0.65|5.0   0  35|   0     0 |   0     0 |  9   36    0   50    0
Jul 13 14:24:57 ubuntu dstat.sh[82492]: 13-07 14:24:57| 69  11  17   1   0|1320M  838M  205M 5357M|1038k 1030k|   0   484k|   0  40.0 |5338    12k|3.70 1.47 0.65|4.0   0 127|   0     0 |   0     0 |  9   34    0   52    0
Jul 13 14:24:58 ubuntu dstat.sh[82492]: 13-07 14:24:58| 89  11   1   0   0|1428M  729M  205M 5357M| 113k  105k|   0   116k|   0  6.00 |1825  2550 |3.70 1.47 0.65|4.0   0  37|   0     0 |   0     0 |  9   34    0   52    0
Jul 13 14:24:59 ubuntu dstat.sh[82492]: 13-07 14:24:59| 78  13   7   0   0|1264M  893M  205M 5357M| 894k  885k|   0   680k|   0  82.9 |4395    13k|3.88 1.55 0.68|4.0   0 250|   0     0 |   0     0 |  9   34    0   52    0
Jul 13 14:25:00 ubuntu dstat.sh[82492]: 13-07 14:25:00| 88  11   0   0   0|1437M  720M  205M 5357M| 243k  236k|   0   467k|   0  31.0 |2332  4346 |3.88 1.55 0.68|4.0   0 9.0|   0     0 |   0     0 |  9   35    0   52    0
Jul 13 14:25:01 ubuntu dstat.sh[82492]: 13-07 14:25:01| 72  12  15   1   0|1357M  800M  205M 5357M|1091k 1083k|   0   516k|   0  49.0 |6232    15k|3.88 1.55 0.68|6.0 1.0 142|   0     0 |   0     0 |  9   36    0   52    0
Jul 13 14:25:02 ubuntu dstat.sh[82492]: 13-07 14:25:02| 87  11   1   0   0|1393M  764M  205M 5358M| 340k  329k|   0   256k|   0  17.0 |2600  5356 |3.88 1.55 0.68|4.0   0  91|   0     0 |   0     0 |  9   34    0   52    0
Jul 13 14:25:03 ubuntu dstat.sh[82492]: 13-07 14:25:03| 80  15   5   0   0|1334M  822M  205M 5358M| 900k  885k|   0   536k|   0  52.0 |4764    12k|3.88 1.55 0.68|7.0   0 187|   0     0 |   0     0 |  9   35    0   52    0
Jul 13 14:25:04 ubuntu dstat.sh[82492]: 13-07 14:25:04| 63  11  23   0   0|1310M  846M  205M 5358M| 463k  452k|   0   564k|   0  50.0 |3960  8229 |3.89 1.59 0.70|3.0   0 181|   0     0 |   0     0 |  9   34    0   52    0
Jul 13 14:25:05 ubuntu dstat.sh[82492]: 13-07 14:25:05| 68   8  25   0   0|1386M  770M  205M 5358M| 342k  332k|   0   264k|   0  20.0 |2958  5042 |3.89 1.59 0.70|3.0   0   0|   0     0 |   0     0 |  9   35    0   50    0
Jul 13 14:25:06 ubuntu dstat.sh[82492]: 13-07 14:25:06| 62   9  28   1   0|1353M  803M  205M 5358M|1026k 1019k|   0   641k|   0  67.1 |5423    14k|3.89 1.59 0.70|4.0   0  97|   0     0 |   0     0 |  9   35    0   52    0
Jul 13 14:25:07 ubuntu dstat.sh[82492]: 13-07 14:25:07| 64  11  24   0   0|1344M  812M  205M 5358M|  73k   66k|   0   412k|   0  35.0 |2356  3369 |3.89 1.59 0.70|4.0   0 137|   0     0 |   0     0 |  9   34    0   48    0
Jul 13 14:25:08 ubuntu dstat.sh[82492]: 13-07 14:25:08| 66  10  25   0   0|1338M  818M  205M 5359M| 539k  523k|   0   444k|   0  40.0 |3978  8334 |3.89 1.59 0.70|3.0   0  94|   0     0 |   0     0 |  9   36    0   49    0
Jul 13 14:25:09 ubuntu dstat.sh[82492]: 13-07 14:25:09| 67  14  18   0   0|1368M  787M  205M 5359M| 635k  625k|   0   656k|   0  52.0 |5286    11k|3.82 1.61 0.71|3.0   0 205|   0     0 |   0     0 |  9   35    0   48    0
Jul 13 14:25:10 ubuntu dstat.sh[82492]: 13-07 14:25:10| 65   7  28   0   0|1407M  748M  205M 5359M| 813k  804k|   0  1260k|   0  84.0 |4405  9771 |3.82 1.61 0.71|4.0   0   0|   0     0 |   0     0 |  9   36    0   50    0
Jul 13 14:25:11 ubuntu dstat.sh[82492]: 13-07 14:25:11| 50  15  32   2   0|1273M  882M  205M 5359M| 501k  490k|   0  2329k|   0  67.9 |3720  8576 |3.82 1.61 0.71|2.0   0 237|   0     0 |   0     0 |  9   34    0   47    0
Jul 13 14:25:12 ubuntu dstat.sh[82492]: 13-07 14:25:12| 45   6  49   0   0|1342M  812M  205M 5359M| 182k  174k|   0   280k|   0  23.0 |1994  3094 |3.82 1.61 0.71|2.0   0   0|   0     0 |   0     0 |  9   36    0   47    0
Jul 13 14:25:13 ubuntu dstat.sh[82492]: 13-07 14:25:13| 46   7  46   0   0|1214M  941M  205M 5359M| 762k  755k|   0   520k|   0  48.0 |4790  9663 |3.82 1.61 0.71|4.0   0  16|   0     0 |   0     0 |  9   34    0   49    0
Jul 13 14:25:14 ubuntu dstat.sh[82492]: 13-07 14:25:14| 43   8  49   0   0|1313M  842M  205M 5359M|9994  1942 |   0   188k|   0  7.99 |1532  1673 |3.68 1.62 0.72|2.0   0  56|   0     0 |   0     0 |  9   34    0   49    0
Jul 13 14:25:15 ubuntu dstat.sh[82492]: 13-07 14:25:15| 46   4  47   1   0|1269M  886M  205M 5359M| 562k  556k|   0   564k|   0  54.0 |4677  8716 |3.68 1.62 0.72|2.0   0  18|   0     0 |   0     0 |  9   34    0   47    0
Jul 13 14:25:16 ubuntu dstat.sh[82492]: 13-07 14:25:16| 34  19  47   0   0|1271M  883M  205M 5359M|  11k 2053 |   0   360k|   0  23.0 |2304  3491 |3.68 1.62 0.72|2.0   0 363|   0     0 |   0     0 |  9   34    0   47    0
Jul 13 14:25:17 ubuntu dstat.sh[82492]: 13-07 14:25:17| 46   5  48   0   0|1328M  826M  205M 5360M| 316k  294k|   0   344k|   0  26.0 |2866  4568 |3.68 1.62 0.72|3.0   0 2.0|   0     0 |   0     0 |  9   35    0   47    0
Jul 13 14:25:18 ubuntu dstat.sh[82492]: 13-07 14:25:18| 44   8  47   0   0|1241M  913M  205M 5360M| 454k  438k|   0  1163k|   0  81.9 |3801  7369 |3.68 1.62 0.72|2.0   0  78|   0     0 |   0     0 |  9   34    0   49    0
Jul 13 14:25:19 ubuntu dstat.sh[82492]: 13-07 14:25:19| 46   5  48   0   0|1322M  832M  205M 5360M| 149k  130k|   0   180k|   0  11.0 |1892  2809 |3.54 1.62 0.72|2.0   0 1.0|   0     0 |   0     0 |  9   35    0   49    0
Jul 13 14:25:20 ubuntu dstat.sh[82492]: 13-07 14:25:20| 45   7  47   0   0|1272M  882M  205M 5360M| 737k  727k|   0   292k|   0  32.0 |4528    10k|3.54 1.62 0.72|2.0   0  57|   0     0 |   0     0 |  9   35    0   50    0
Jul 13 14:25:21 ubuntu dstat.sh[82492]: 13-07 14:25:21| 41  13  45   1   1|1252M  902M  205M 5360M| 281k  272k|   0  6909k|   0   279 |3579  5607 |3.54 1.62 0.72|2.0   0 164|   0     0 |   0     0 |  9   34    0   50    0
Jul 13 14:25:22 ubuntu dstat.sh[82492]: 13-07 14:25:22| 26  11  63   0   0|1264M  890M  205M 5360M| 230k  220k|   0   312k|   0  28.0 |2334  4245 |3.54 1.62 0.72|1.0   0 154|   0     0 |   0     0 |  9   34    0   51    0
Jul 13 14:25:23 ubuntu dstat.sh[82492]: 13-07 14:25:23| 19   8  73   0   0|1238M  916M  205M 5360M|  11k 1944 |   0   136k|   0  11.0 |1508  2047 |3.54 1.62 0.72|1.0   0 101|   0     0 |   0     0 |  9   34    0   51    0
Jul 13 14:25:24 ubuntu dstat.sh[82492]: 13-07 14:25:24| 23   2  73   0   0|1263M  891M  205M 5360M|  97k   89k|   0   108k|   0  5.99 |1484  2133 |3.34 1.61 0.73|1.0   0   0|   0     0 |   0     0 |  9   35    0   51    0
Jul 13 14:25:25 ubuntu dstat.sh[82492]: 13-07 14:25:25| 26  10  64   0   0|1230M  924M  205M 5360M| 130k  122k|   0  1040k|   0  80.0 |2822  7354 |3.34 1.61 0.73|1.0   0 129|   0     0 |   0     0 |  9   34    0   51    0
Jul 13 14:25:26 ubuntu dstat.sh[82492]: 13-07 14:25:26| 23   3  73   0   0|1264M  890M  205M 5360M|  63k   55k|   0    68k|   0  8.00 |1326  1910 |3.34 1.61 0.73|1.0   0   0|   0     0 |   0     0 |  9   34    0   51    0
Jul 13 14:25:27 ubuntu dstat.sh[82492]: 13-07 14:25:27| 25   4  70   0   0|1205M  948M  205M 5360M| 404k  395k|   0   384k|   0  46.0 |3575  6418 |3.34 1.61 0.73|1.0   0  33|   0     0 |   0     0 |  9   34    0   51    0
Jul 13 14:25:28 ubuntu dstat.sh[82492]: 13-07 14:25:28| 22   5  73   1   0|1250M  904M  205M 5360M|  12k 2053 |   0  1537k|   0  96.0 |1383  1749 |3.34 1.61 0.73|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   51    0
Jul 13 14:25:29 ubuntu dstat.sh[82492]: 13-07 14:25:29| 24   3  73   0   1|1263M  891M  205M 5360M| 227k  219k|   0    48k|   0  3.00 |2092  3466 |3.15 1.60 0.73|2.0   0   0|   0     0 |   0     0 |  9   35    0   51    0
Jul 13 14:25:30 ubuntu dstat.sh[82492]: 13-07 14:25:30| 22   4  71   0   0|1203M  950M  205M 5360M| 377k  370k|   0   140k|   0  12.0 |2910  5813 |3.15 1.60 0.73|3.0   0  21|   0     0 |   0     0 |  9   34    0   51    0
Jul 13 14:25:31 ubuntu dstat.sh[82492]: 13-07 14:25:31| 21   5  73   0   0|1242M  911M  205M 5360M|  19k 2220 |   0     0 |   0     0 |1113  1406 |3.15 1.60 0.73|1.0   0  37|   0     0 |   0     0 |  9   34    0   51    0
Jul 13 14:25:32 ubuntu dstat.sh[82492]: 13-07 14:25:32| 22   4  73   0   0|1204M  950M  205M 5361M| 147k  138k|   0   116k|   0  12.0 |1808  3036 |3.15 1.60 0.73|1.0   0  26|   0     0 |   0     0 |  9   34    0   51    0
Jul 13 14:25:33 ubuntu dstat.sh[82492]: 13-07 14:25:33| 20   6  73   0   0|1247M  907M  205M 5361M|  10k 1716 |   0   240k|   0  16.0 |1336  1665 |3.15 1.60 0.73|1.0   0  67|   0     0 |   0     0 |  9   34    0   51    0
Jul 13 14:25:34 ubuntu dstat.sh[82492]: 13-07 14:25:34| 23   3  72   0   0|1205M  949M  205M 5361M| 232k  222k|   0   204k|   0  24.0 |2074  3657 |2.98 1.59 0.73|2.0   0 4.0|   0     0 |   0     0 |  9   34    0   46    0
Jul 13 14:25:35 ubuntu dstat.sh[82492]: 13-07 14:25:35| 19   7  73   0   0|1243M  911M  205M 5361M|  11k 1894 |   0   613k|   0  36.1 |1427  1968 |2.98 1.59 0.73|2.0   0  97|   0     0 |   0     0 |  9   34    0   46    0
Jul 13 14:25:36 ubuntu dstat.sh[82492]: 13-07 14:25:36| 23   4  73   0   0|1265M  889M  205M 5361M| 139k  132k|   0   140k|   0  13.0 |1564  2551 |2.98 1.59 0.73|1.0   0   0|   0     0 |   0     0 |  9   35    0   43    0
Jul 13 14:25:37 ubuntu dstat.sh[82492]: 13-07 14:25:37| 19   7  72   1   0|1226M  927M  205M 5361M|  88k   80k|   0   632k|   0  44.0 |2057  3223 |2.98 1.59 0.73|1.0   0  97|   0     0 |   0     0 |  9   34    0   43    0
Jul 13 14:25:38 ubuntu dstat.sh[82492]: 13-07 14:25:38| 23   3  74   0   0|1263M  890M  205M 5361M|  63k   55k|   0    48k|   0  6.00 |1221  1931 |2.98 1.59 0.73|1.0   0   0|   0     0 |   0     0 |  9   34    0   37    0
Jul 13 14:25:39 ubuntu dstat.sh[82492]: 13-07 14:25:39| 23   4  72   0   0|1206M  948M  205M 5361M| 407k  399k|   0   276k|   0  31.0 |2858  6824 |2.82 1.58 0.73|1.0   0  31|   0     0 |   0     0 |  9   34    0   37    0
Jul 13 14:25:40 ubuntu dstat.sh[82492]: 13-07 14:25:40| 22   4  74   0   0|1260M  894M  205M 5361M|  12k 2040 |   0   112k|   0  8.00 |1102  1259 |2.82 1.58 0.73|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   31    0
Jul 13 14:25:41 ubuntu dstat.sh[82492]: 13-07 14:25:41| 25   3  72   1   0|1264M  890M  205M 5361M| 556k  547k|   0  1132k|   0  94.0 |3269  7838 |2.82 1.58 0.73|1.0   0   0|   0     0 |   0     0 |  9   35    0   31    0
Jul 13 14:25:42 ubuntu dstat.sh[82492]: 13-07 14:25:42| 17  16  65   0   0|1204M  949M  205M 5361M|  75k   59k|   0   252k|   0  19.0 |2857  4740 |2.82 1.58 0.73|3.0   0 388|   0     0 |   0     0 |  9   34    0   33    0
Jul 13 14:25:43 ubuntu dstat.sh[82492]: 13-07 14:25:43| 44   6  49   0   0|1315M  838M  205M 5361M|  10k 2054 |   0    76k|   0  3.00 |1427  1562 |2.82 1.58 0.73|2.0   0  21|   0     0 |   0     0 |  9   34    0   33    0
Jul 13 14:25:44 ubuntu dstat.sh[82492]: 13-07 14:25:44| 37   8  48   8   0|1372M  779M  205M 5363M|  24k   17k| 368k 2868k|24.0   212 |2651  4173 |2.75 1.59 0.74|5.0   0  13|   0     0 |   0     0 |  9   38    0   33    0
Jul 13 14:25:45 ubuntu dstat.sh[82492]: 13-07 14:25:45| 31   6  42  18   0|1302M  846M  206M 5365M|  20k   11k|   0    17M|   0  1512 |8147    14k|2.75 1.59 0.74|2.0 1.0  49|   0     0 |   0     0 |  9   38    0   33    0
Jul 13 14:25:46 ubuntu dstat.sh[82492]: 13-07 14:25:46| 30   7  44  20   0|1367M  779M  206M 5367M|  19k 7061 |   0    12M|   0   980 |6307    11k|2.75 1.59 0.74|2.0 1.0  29|   0     0 |   0     0 |  9   38    0   31    0
Jul 13 14:25:47 ubuntu dstat.sh[82492]: 13-07 14:25:47| 30   6  41  22   0|1293M  852M  206M 5368M|  16k 7270 |   0    17M|   0  1233 |6946    12k|2.75 1.59 0.74|2.0   0  33|   0     0 |   0     0 |  9   38    0   31    0
Jul 13 14:25:48 ubuntu dstat.sh[82492]: 13-07 14:25:48| 31   6  45  17   0|1351M  793M  207M 5369M|  19k   10k|   0  9216k|   0   797 |6017    10k|2.75 1.59 0.74|2.0 1.0  19|   0     0 |   0     0 |  9   38    0   29    0
Jul 13 14:25:49 ubuntu dstat.sh[82492]: 13-07 14:25:49| 33   6  45  16   0|1390M  753M  207M 5369M|  34k   25k|   0    11M|   0  1019 |6549    11k|2.77 1.61 0.75|3.0   0  11|   0     0 |   0     0 |  9   40    0   29    0
Jul 13 14:25:50 ubuntu dstat.sh[82492]: 13-07 14:25:50| 41   7  43   7   0|1307M  836M  207M 5369M|  20k   13k|   0    13M|   0   946 |4941  7707 |2.77 1.61 0.75|2.0   0 8.0|   0     0 |   0     0 |  9   34    0   28    0
Jul 13 14:25:51 ubuntu dstat.sh[82492]: 13-07 14:25:51| 42   7  48   3   0|1384M  759M  207M 5369M|  54k   46k|   0  3797k|   0   324 |3034  4356 |2.77 1.61 0.75|2.0 1.0 2.0|   0     0 |   0     0 |  9   36    0   28    0
Jul 13 14:25:52 ubuntu dstat.sh[82492]: 13-07 14:25:52| 34   8  50   7   0|1325M  817M  208M 5369M| 206k  197k|   0  9534k|   0  1177 |9209    19k|2.77 1.61 0.75|2.0   0 2.0|   0     0 |   0     0 |  9   38    0   27    0
Jul 13 14:25:53 ubuntu dstat.sh[82492]: 13-07 14:25:53| 32   7  45  16   0|1371M  771M  208M 5369M| 177k  160k|   0  5159k|   0   853 |7168    14k|2.77 1.61 0.75|3.0   0 1.0|   0     0 |   0     0 |  9   38    0   27    0
Jul 13 14:25:54 ubuntu dstat.sh[82492]: 13-07 14:25:54| 37   6  47   8   0|1231M  910M  208M 5369M| 194k  187k|   0  5424k|   0   891 |6240    14k|2.79 1.64 0.76|2.0   0  16|   0     0 |   0     0 |  9   34    0   27    0
Jul 13 14:25:55 ubuntu dstat.sh[82492]: 13-07 14:25:55| 23   7  67   1   0|1297M  844M  208M 5369M|  10k 2176 |   0  1766k|   0   109 |1673  2176 |2.79 1.64 0.76|1.0   0  84|   0     0 |   0     0 |  9   34    0   27    0
Jul 13 14:25:56 ubuntu dstat.sh[82492]: 13-07 14:25:56| 23   3  73   0   0|1231M  911M  208M 5369M|8027  1943 |   0   704k|   0  42.0 |1243  1546 |2.79 1.64 0.76|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   25    0
Jul 13 14:25:57 ubuntu dstat.sh[82492]: 13-07 14:25:57| 23   4  72   1   0|1299M  842M  208M 5369M|  11k 1717 |   0  6850k|   0   346 |1956  2728 |2.79 1.64 0.76|2.0   0 4.0|   0     0 |   0     0 |  9   34    0   25    0
Jul 13 14:25:58 ubuntu dstat.sh[82492]: 13-07 14:25:58| 22   3  74   0   0|1234M  907M  208M 5369M|  11k 1932 |   0   380k|   0  25.0 |1253  1402 |2.79 1.64 0.76|2.0   0 2.0|   0     0 |   0     0 |  9   34    0   21    0
Jul 13 14:25:59 ubuntu dstat.sh[82492]: 13-07 14:25:59| 24   3  74   0   1|1288M  853M  208M 5369M|  12k 1944 |   0     0 |   0     0 |1140  1190 |2.65 1.63 0.76|1.0   0   0|   0     0 |   0     0 |  9   34    0   21    0
Jul 13 14:26:00 ubuntu dstat.sh[82492]: 13-07 14:26:00| 23   3  73   0   0|1226M  914M  208M 5369M|  10k 1758 |   0     0 |   0     0 |1137  1200 |2.65 1.63 0.76|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   21    0
Jul 13 14:26:01 ubuntu dstat.sh[82492]: 13-07 14:26:01| 22   4  74   0   0|1252M  889M  208M 5369M|  11k 1934 |   0     0 |   0     0 |1080  1179 |2.65 1.63 0.76|1.0   0 3.0|   0     0 |   0     0 |  9   34    0   21    0
Jul 13 14:26:02 ubuntu dstat.sh[82492]: 13-07 14:26:02| 21   4  73   0   0|1308M  833M  208M 5369M|9346  1943 |   0     0 |   0     0 |1066  1244 |2.65 1.63 0.76|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   20    0
Jul 13 14:26:03 ubuntu dstat.sh[82492]: 13-07 14:26:03| 23   3  73   1   0|1259M  882M  209M 5369M|  20k 1719 |   0   433k|   0  32.1 |1264  1674 |2.65 1.63 0.76|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   20    0
Jul 13 14:26:04 ubuntu dstat.sh[82492]: 13-07 14:26:04| 23   3  74   0   0|1228M  912M  209M 5369M|9246  2132 |   0    92k|   0  3.99 | 926  1214 |2.52 1.62 0.77|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   19    0
Jul 13 14:26:05 ubuntu dstat.sh[82492]: 13-07 14:26:05| 23   4  74   0   0|1289M  851M  209M 5369M|9091  1944 |   0     0 |   0     0 |1043  1207 |2.52 1.62 0.77|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   19    0
Jul 13 14:26:06 ubuntu dstat.sh[82492]: 13-07 14:26:06| 23   3  74   0   0|1279M  862M  209M 5369M|9511  1717 |   0     0 |   0     0 |1049  1228 |2.52 1.62 0.77|3.0   0 2.0|   0     0 |   0     0 |  9   34    0   16    0
Jul 13 14:26:07 ubuntu dstat.sh[82492]: 13-07 14:26:07| 21   4  73   0   0|1319M  822M  209M 5369M|9882  2051 |   0     0 |   0     0 |1114  1281 |2.52 1.62 0.77|2.0   0 3.0|   0     0 |   0     0 |  9   34    0   16    0
Jul 13 14:26:08 ubuntu dstat.sh[82492]: 13-07 14:26:08| 13  14  71   0   0|1222M  919M  209M 5370M|  11k 1944 |   0   352k|   0  4.00 |2357  3536 |2.52 1.62 0.77|2.0   0 299|   0     0 |   0     0 |  9   34    0   15    0
Jul 13 14:26:09 ubuntu dstat.sh[82492]: 13-07 14:26:09| 10  19  69   0   0|1222M  919M  209M 5370M|  11k 1512 |   0   656k|   0  10.0 |2814  4489 |2.39 1.61 0.77|2.0   0 379|   0     0 |   0     0 |  9   34    0   15    0
Jul 13 14:26:10 ubuntu dstat.sh[82492]: 13-07 14:26:10| 11  19  70   0   0|1221M  919M  209M 5370M|  11k 2052 |   0   268k|   0  4.00 |2798  4502 |2.39 1.61 0.77|1.0   0 410|   0     0 |   0     0 |  9   34    0   12    0
Jul 13 14:26:11 ubuntu dstat.sh[82492]: 13-07 14:26:11| 15  12  72   0   1|1251M  889M  209M 5370M|  11k 1947 |   0     0 |   0     0 |1952  2878 |2.39 1.61 0.77|1.0   0 197|   0     0 |   0     0 |  9   34    0   12    0
Jul 13 14:26:12 ubuntu dstat.sh[82492]: 13-07 14:26:12| 23   2  74   0   0|1301M  839M  209M 5370M|8698  1648 |   0  1582k|   0   159 |1325  1238 |2.39 1.61 0.77|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   12    0
Jul 13 14:26:13 ubuntu dstat.sh[82492]: 13-07 14:26:13| 22   5  73   1   0|1241M  899M  209M 5370M|7816  2096 |   0   501k|   0  34.0 |1304  1725 |2.39 1.61 0.77|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   12    0
Jul 13 14:26:14 ubuntu dstat.sh[82492]: 13-07 14:26:14| 22   3  74   0   0|1299M  841M  209M 5370M|9701  1944 |   0     0 |   0     0 |1058  1245 |2.28 1.60 0.77|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 13 14:26:15 ubuntu dstat.sh[82492]: 13-07 14:26:15| 23   3  74   0   0|1230M  911M  209M 5370M|  11k 1716 |   0    16k|   0  1.00 |1039  1209 |2.28 1.60 0.77|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 13 14:26:16 ubuntu dstat.sh[82492]: 13-07 14:26:16| 22   3  74   0   0|1290M  851M  209M 5370M|9643  2134 |   0     0 |   0     0 |1072  1237 |2.28 1.60 0.77|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 13 14:26:17 ubuntu dstat.sh[82492]: 13-07 14:26:17| 20   4  73   2   0|1316M  825M  209M 5370M|9066  1943 |   0  1971k|   0  97.0 |1253  1316 |2.28 1.60 0.77|1.0   0 3.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 13 14:26:18 ubuntu dstat.sh[82492]: 13-07 14:26:18| 22   3  74   0   1|1280M  860M  209M 5370M|  13k 1761 |   0     0 |   0     0 |1010  1204 |2.28 1.60 0.77|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 13 14:26:19 ubuntu dstat.sh[82492]: 13-07 14:26:19| 22   3  74   0   0|1317M  823M  209M 5370M|9436  1972 |   0   180k|   0  3.00 | 891  1194 |2.18 1.58 0.77|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    7    0
Jul 13 14:26:20 ubuntu dstat.sh[82492]: 13-07 14:26:20| 22   3  74   0   0|1279M  861M  209M 5370M|  10k 1943 |   0     0 |   0     0 | 964  1143 |2.18 1.58 0.77|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    7    0
Jul 13 14:26:21 ubuntu dstat.sh[82492]: 13-07 14:26:21| 23   3  74   0   0|1319M  822M  209M 5370M|  11k 1674 |   0    20k|   0  1.00 | 984  1120 |2.18 1.58 0.77|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    5    0
Jul 13 14:26:22 ubuntu dstat.sh[82492]: 13-07 14:26:22| 22   3  73   0   0|1279M  862M  209M 5370M|  11k 2136 |   0   384k|   0  70.0 |1256  1390 |2.18 1.58 0.77|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    5    0
Jul 13 14:26:23 ubuntu dstat.sh[82492]: 13-07 14:26:23| 23   3  72   1   0|1318M  822M  209M 5370M|  14k 2048 |   0  3456k|   0   182 |1607  2202 |2.18 1.58 0.77|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    4    0
Jul 13 14:26:24 ubuntu dstat.sh[82492]: 13-07 14:26:24| 23   2  74   0   0|1280M  860M  209M 5370M|9435  1758 |   0     0 |   0     0 |1037  1188 |2.08 1.58 0.77|2.0   0 2.0|   0     0 |   0     0 |  9   34    0    4    0
Jul 13 14:26:25 ubuntu dstat.sh[82492]: 13-07 14:26:25| 29   6  65   0   0|1318M  822M  209M 5370M|  11k 3194 |   0    16k|   0  1.00 |1574  6932 |2.08 1.58 0.77|1.0   0  35|   0     0 |   0     0 |  9   34    0    4    0
Jul 13 14:26:26 ubuntu dstat.sh[82492]: 13-07 14:26:26| 23   2  74   0   0|1265M  875M  209M 5370M|  10k 1986 |   0     0 |   0     0 |1041  1161 |2.08 1.58 0.77|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    4    0
Jul 13 14:26:27 ubuntu dstat.sh[82492]: 13-07 14:26:27| 23   4  74   0   0|1320M  821M  209M 5370M|  16k 1716 |   0     0 |   0     0 |1056  1229 |2.08 1.58 0.77|1.0   0 3.0|   0     0 |   0     0 |  9   34    0    3    0
Jul 13 14:26:28 ubuntu dstat.sh[82492]: 13-07 14:26:28| 24   2  74   0   0|1253M  888M  209M 5370M|  12k 1944 |   0   196k|   0  5.00 |1080  1107 |2.08 1.58 0.77|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    3    0
Jul 13 14:26:29 ubuntu dstat.sh[82492]: 13-07 14:26:29| 23   3  74   0   0|1279M  861M  209M 5370M|  12k 1933 |   0   100k|   0  3.00 | 931  1117 |2.00 1.57 0.77|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    3    0
Jul 13 14:26:30 ubuntu dstat.sh[82492]: 13-07 14:26:30| 22   3  74   0   0|1319M  822M  209M 5370M|  10k 1716 |   0    20k|   0  1.00 | 890  1133 |2.00 1.57 0.77|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    3    0
