-- Logs begin at Tue 2023-01-10 23:34:18 UTC, end at Wed 2023-01-11 20:21:55 UTC. --
Jan 11 19:41:29 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jan 11 19:41:29 ubuntu dstat.sh[90415]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jan 11 19:41:29 ubuntu dstat.sh[90415]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jan 11 19:43:07 ubuntu dstat.sh[90415]: 11-01 19:43:07| 88  10   1   0   0|1456M  595M  228M 5449M| 760k  753k|   0   550k|   0  53.8 |5077    12k|3.95 1.55 0.70|6.0   0  37|   0     0 |   0     0 |  9   35    0   44    0
Jan 11 19:43:08 ubuntu dstat.sh[90415]: 11-01 19:43:08| 85  12   2   0   0|1476M  574M  228M 5449M| 924k  918k|   0   418k|   0  37.2 |4388    18k|3.95 1.55 0.70|5.0   0  93|   0     0 |   0     0 |  9   37    0   45    0
Jan 11 19:43:09 ubuntu dstat.sh[90415]: 11-01 19:43:09| 82  12   4   0   0|1429M  621M  228M 5450M|1046k 1039k|   0   471k|   0  42.0 |6326    14k|3.95 1.55 0.70|5.0   0 111|   0     0 |   0     0 |  9   37    0   43    0
Jan 11 19:43:10 ubuntu dstat.sh[90415]: 11-01 19:43:10| 89  10   1   0   1|1463M  587M  228M 5450M|1239k 1232k|   0   600k|   0  59.0 |6228    14k|3.95 1.55 0.70|5.0   0  32|   0     0 |   0     0 |  9   35    0   44    0
Jan 11 19:43:11 ubuntu dstat.sh[90415]: 11-01 19:43:11| 84  11   3   0   0|1357M  692M  228M 5450M| 741k  727k|   0   328k|   0  26.0 |4876    11k|3.95 1.55 0.70|5.0   0 152|   0     0 |   0     0 |  9   35    0   43    0
Jan 11 19:43:12 ubuntu dstat.sh[90415]: 11-01 19:43:12| 87  12   2   0   0|1437M  612M  228M 5450M| 510k  502k|   0   418k|   0  42.8 |3472  8660 |4.04 1.60 0.72|5.0   0  70|   0     0 |   0     0 |  9   36    0   43    0
Jan 11 19:43:13 ubuntu dstat.sh[90415]: 11-01 19:43:13| 83  11   5   0   0|1454M  595M  228M 5451M|1069k 1061k|   0   644k|   0  71.4 |5446    15k|4.04 1.60 0.72|5.0   0  57|   0     0 |   0     0 |  9   36    0   44    0
Jan 11 19:43:14 ubuntu dstat.sh[90415]: 11-01 19:43:14| 84  12   3   0   0|1336M  712M  228M 5451M|1082k 1075k|   0   592k|   0  44.0 |4097    15k|4.04 1.60 0.72|6.0   0 142|   0     0 |   0     0 |  9   35    0   45    0
Jan 11 19:43:15 ubuntu dstat.sh[90415]: 11-01 19:43:15| 85  12   3   0   0|1411M  637M  228M 5451M| 556k  550k|   0   394k|   0  38.8 |3239  8397 |4.04 1.60 0.72|4.0   0  51|   0     0 |   0     0 |  9   35    0   44    0
Jan 11 19:43:16 ubuntu dstat.sh[90415]: 11-01 19:43:16| 83  12   3   0   0|1321M  728M  228M 5451M| 493k  486k|   0   394k|   0  37.2 |2737  8060 |4.04 1.60 0.72|4.0   0 139|   0     0 |   0     0 |  9   34    0   44    0
Jan 11 19:43:17 ubuntu dstat.sh[90415]: 11-01 19:43:17| 88  11   2   0   0|1450M  597M  228M 5452M| 849k  842k|   0   352k|   0  31.0 |3450    11k|4.11 1.66 0.74|4.0   0 5.0|   0     0 |   0     0 |  9   36    0   44    0
Jan 11 19:43:18 ubuntu dstat.sh[90415]: 11-01 19:43:18| 72  12  14   0   0|1310M  737M  228M 5452M| 999k  989k|   0   584k|   0  63.0 |6528    15k|4.11 1.66 0.74|5.0   0 182|   0     0 |   0     0 |  9   35    0   51    0
Jan 11 19:43:19 ubuntu dstat.sh[90415]: 11-01 19:43:19| 88  11   0   0   0|1416M  631M  228M 5452M| 167k  158k|   0   152k|   0  11.0 |2107  3393 |4.11 1.66 0.74|5.0   0  49|   0     0 |   0     0 |  9   34    0   51    0
Jan 11 19:43:20 ubuntu dstat.sh[90415]: 11-01 19:43:20| 74   8  16   0   0|1467M  580M  228M 5452M| 973k  966k|   0   480k|   0  35.0 |6064    13k|4.11 1.66 0.74|6.0   0   0|   0     0 |   0     0 |  9   36    0   53    0
Jan 11 19:43:21 ubuntu dstat.sh[90415]: 11-01 19:43:21| 83  13   3   0   0|1355M  692M  228M 5452M| 316k  309k|   0   276k|   0  25.0 |3132  6451 |4.11 1.66 0.74|4.0   0 191|   0     0 |   0     0 |  9   34    0   52    0
Jan 11 19:43:22 ubuntu dstat.sh[90415]: 11-01 19:43:22| 86   9   5   0   0|1401M  646M  228M 5453M| 555k  549k|   0   578k|   0  63.8 |4261  7751 |4.10 1.70 0.76|7.0   0  11|   0     0 |   0     0 |  9   36    0   52    0
Jan 11 19:43:23 ubuntu dstat.sh[90415]: 11-01 19:43:23| 80  14   4   0   0|1322M  724M  228M 5453M| 387k  380k|   0   437k|   0  45.1 |3181  7078 |4.10 1.70 0.76|5.0   0 272|   0     0 |   0     0 |  9   34    0   51    0
Jan 11 19:43:24 ubuntu dstat.sh[90415]: 11-01 19:43:24| 87  10   2   0   0|1461M  585M  228M 5453M| 507k  500k|   0   320k|   0  23.0 |2909  7128 |4.10 1.70 0.76|5.0   0 1.0|   0     0 |   0     0 |  9   36    0   51    0
Jan 11 19:43:25 ubuntu dstat.sh[90415]: 11-01 19:43:25| 77  11  10   0   0|1240M  806M  228M 5453M|1060k 1054k|   0  8771k|   0   245 |4133    14k|4.10 1.70 0.76|5.0   0 133|   0     0 |   0     0 |  9   34    0   52    0
Jan 11 19:43:26 ubuntu dstat.sh[90415]: 11-01 19:43:26| 66  12  22   0   0|1376M  670M  228M 5453M|  62k   55k|   0   244k|   0  15.0 |1682  2394 |4.10 1.70 0.76|5.0   0  88|   0     0 |   0     0 |  9   34    0   52    0
Jan 11 19:43:27 ubuntu dstat.sh[90415]: 11-01 19:43:27| 61  12  27   0   0|1264M  782M  228M 5453M| 852k  832k|   0   576k|   0  62.0 |6221    12k|4.02 1.72 0.77|4.0   0 146|   0     0 |   0     0 |  9   35    0   50    0
Jan 11 19:43:28 ubuntu dstat.sh[90415]: 11-01 19:43:28| 62  13  25   0   0|1313M  733M  228M 5454M| 202k  195k|   0   272k|   0  28.0 |2595  4815 |4.02 1.72 0.77|4.0   0 136|   0     0 |   0     0 |  9   34    0   50    0
Jan 11 19:43:29 ubuntu dstat.sh[90415]: 11-01 19:43:29| 66   8  25   0   0|1398M  648M  228M 5454M| 379k  373k|   0   168k|   0  18.0 |3353  5823 |4.02 1.72 0.77|4.0   0   0|   0     0 |   0     0 |  9   37    0   50    0
Jan 11 19:43:30 ubuntu dstat.sh[90415]: 11-01 19:43:30| 58  13  29   0   0|1283M  762M  228M 5454M| 989k  983k|   0  2964k|   0  95.0 |5635    14k|4.02 1.72 0.77|3.0   0 176|   0     0 |   0     0 |  9   35    0   50    0
Jan 11 19:43:31 ubuntu dstat.sh[90415]: 11-01 19:43:31| 64  11  24   0   0|1340M  705M  228M 5454M|  57k   52k|   0   312k|   0  27.0 |1923  2627 |4.02 1.72 0.77|3.0   0  58|   0     0 |   0     0 |  9   34    0   43    0
Jan 11 19:43:32 ubuntu dstat.sh[90415]: 11-01 19:43:32| 68   7  25   0   0|1397M  648M  228M 5454M| 540k  532k|   0   420k|   0  38.0 |3030  7529 |3.93 1.74 0.78|3.0   0   0|   0     0 |   0     0 |  9   35    0   44    0
Jan 11 19:43:33 ubuntu dstat.sh[90415]: 11-01 19:43:33| 62  12  25   1   1|1335M  710M  228M 5454M| 718k  709k|   0   649k|   0  58.1 |5351    11k|3.93 1.74 0.78|4.0   0 101|   0     0 |   0     0 |  9   35    0   41    0
Jan 11 19:43:34 ubuntu dstat.sh[90415]: 11-01 19:43:34| 67   9  25   0   0|1330M  714M  228M 5455M| 609k  602k|   0   356k|   0  27.0 |3733  8407 |3.93 1.74 0.78|7.0   0  42|   0     0 |   0     0 |  9   36    0   43    0
Jan 11 19:43:35 ubuntu dstat.sh[90415]: 11-01 19:43:35| 48  12  39   1   0|1286M  759M  228M 5455M| 624k  618k|   0   664k|   0  65.0 |3964  8885 |3.93 1.74 0.78|4.0   0 163|   0     0 |   0     0 |  9   34    0   41    0
Jan 11 19:43:36 ubuntu dstat.sh[90415]: 11-01 19:43:36| 44   6  48   0   0|1305M  740M  228M 5455M|  30k   23k|   0   208k|   0  14.0 |1455  1681 |3.93 1.74 0.78|3.0   0  32|   0     0 |   0     0 |  9   35    0   41    0
Jan 11 19:43:37 ubuntu dstat.sh[90415]: 11-01 19:43:37| 46   7  47   0   0|1267M  777M  228M 5455M| 609k  603k|   0   428k|   0  42.0 |4051  7884 |3.86 1.76 0.80|3.0   0 5.0|   0     0 |   0     0 |  9   35    0   40    0
Jan 11 19:43:38 ubuntu dstat.sh[90415]: 11-01 19:43:38| 44   7  48   0   0|1242M  802M  228M 5455M| 337k  332k|   0   264k|   0  20.0 |3125  5191 |3.86 1.76 0.80|4.0   0  66|   0     0 |   0     0 |  9   34    0   40    0
Jan 11 19:43:39 ubuntu dstat.sh[90415]: 11-01 19:43:39| 45   6  48   0   0|1316M  728M  228M 5455M| 152k  146k|   0   184k|   0  11.0 |1739  2517 |3.86 1.76 0.80|4.0   0 1.0|   0     0 |   0     0 |  9   35    0   41    0
Jan 11 19:43:40 ubuntu dstat.sh[90415]: 11-01 19:43:40| 43  10  46   0   0|1263M  781M  228M 5455M| 418k  412k|   0   636k|   0  61.0 |4232  7948 |3.86 1.76 0.80|2.0   0 219|   0     0 |   0     0 |  9   34    0   42    0
Jan 11 19:43:41 ubuntu dstat.sh[90415]: 11-01 19:43:41| 42   9  49   0   0|1282M  762M  228M 5455M|  17k 1622 |   0   364k|   0  21.0 |1660  2290 |3.86 1.76 0.80|2.0   0 164|   0     0 |   0     0 |  9   34    0   42    0
Jan 11 19:43:42 ubuntu dstat.sh[90415]: 11-01 19:43:42| 46   6  48   0   0|1328M  716M  228M 5455M| 372k  366k|   0   360k|   0  26.0 |2547  4633 |3.71 1.77 0.80|3.0 1.0   0|   0     0 |   0     0 |  9   36    0   42    0
Jan 11 19:43:43 ubuntu dstat.sh[90415]: 11-01 19:43:43| 44   7  47   0   0|1248M  796M  228M 5455M| 367k  361k|   0   536k|   0  39.0 |3118  5778 |3.71 1.77 0.80|2.0   0  79|   0     0 |   0     0 |  9   34    0   42    0
Jan 11 19:43:44 ubuntu dstat.sh[90415]: 11-01 19:43:44| 44   6  49   0   0|1322M  722M  228M 5455M|  62k   56k|   0   296k|   0  22.0 |1407  1721 |3.71 1.77 0.80|2.0   0   0|   0     0 |   0     0 |  9   34    0   42    0
Jan 11 19:43:45 ubuntu dstat.sh[90415]: 11-01 19:43:45| 47   5  47   1   0|1328M  716M  228M 5455M|1015k 1009k|   0  1740k|   0   119 |5827    12k|3.71 1.77 0.80|2.0   0   0|   0     0 |   0     0 |  9   35    0   45    0
Jan 11 19:43:46 ubuntu dstat.sh[90415]: 11-01 19:43:46| 31  19  47   1   0|1220M  824M  228M 5456M|  58k   51k|   0  4547k|   0   204 |3214  4509 |3.71 1.77 0.80|1.0   0 377|   0     0 |   0     0 |  9   34    0   45    0
Jan 11 19:43:47 ubuntu dstat.sh[90415]: 11-01 19:43:47| 22   3  74   0   0|1258M  785M  228M 5456M|  61k   56k|   0   192k|   0  21.0 |1306  1854 |3.49 1.75 0.81|2.0   0   0|   0     0 |   0     0 |  9   34    0   45    0
Jan 11 19:43:48 ubuntu dstat.sh[90415]: 11-01 19:43:48| 21   7  72   1   0|1201M  843M  228M 5456M| 181k  165k|   0   304k|   0  24.0 |2305  3609 |3.49 1.75 0.81|1.0   0 100|   0     0 |   0     0 |  9   34    0   45    0
Jan 11 19:43:49 ubuntu dstat.sh[90415]: 11-01 19:43:49| 22   3  73   0   0|1247M  797M  228M 5456M|  15k 1660 |   0    40k|   0  4.00 |1045  1172 |3.49 1.75 0.81|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   45    0
Jan 11 19:43:50 ubuntu dstat.sh[90415]: 11-01 19:43:50| 24   3  73   1   0|1258M  785M  228M 5456M| 217k  209k|   0   280k|   0  35.0 |2175  4222 |3.49 1.75 0.81|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   45    0
Jan 11 19:43:51 ubuntu dstat.sh[90415]: 11-01 19:43:51| 19   7  73   0   0|1226M  817M  228M 5456M|6239  1619 |   0   176k|   0  8.99 |1453  1863 |3.49 1.75 0.81|1.0   0  95|   0     0 |   0     0 |  9   34    0   45    0
Jan 11 19:43:52 ubuntu dstat.sh[90415]: 11-01 19:43:52| 23   3  73   0   0|1257M  786M  228M 5456M|  67k   55k|   0   212k|   0  16.0 |1376  1793 |3.29 1.74 0.81|1.0   0   0|   0     0 |   0     0 |  9   34    0   44    0
Jan 11 19:43:53 ubuntu dstat.sh[90415]: 11-01 19:43:53| 22   5  71   0   0|1199M  844M  228M 5456M| 402k  395k|   0   879k|   0  60.9 |3225  6197 |3.29 1.74 0.81|1.0   0  31|   0     0 |   0     0 |  9   34    0   44    0
Jan 11 19:43:54 ubuntu dstat.sh[90415]: 11-01 19:43:54| 23   3  74   0   0|1243M  801M  228M 5456M|  16k 1566 |   0   112k|   0  8.00 |1067  1251 |3.29 1.74 0.81|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   43    0
Jan 11 19:43:55 ubuntu dstat.sh[90415]: 11-01 19:43:55| 23   3  72   1   0|1258M  785M  229M 5456M| 366k  358k|   0  1477k|   0   165 |2995  5161 |3.29 1.74 0.81|1.0   0   0|   0     0 |   0     0 |  9   35    0   43    0
Jan 11 19:43:56 ubuntu dstat.sh[90415]: 11-01 19:43:56| 21   6  72   0   0|1209M  834M  229M 5456M| 250k  245k|   0   116k|   0  13.0 |2007  4193 |3.29 1.74 0.81|1.0   0  58|   0     0 |   0     0 |  9   34    0   36    0
Jan 11 19:43:57 ubuntu dstat.sh[90415]: 11-01 19:43:57| 21   5  73   0   0|1245M  798M  229M 5456M|7528  1619 |   0    88k|   0  10.0 |1056  1266 |3.11 1.73 0.81|1.0   0   0|   0     0 |   0     0 |  9   34    0   36    0
Jan 11 19:43:58 ubuntu dstat.sh[90415]: 11-01 19:43:58| 21   6  72   0   0|1191M  852M  229M 5456M| 145k  138k|   0   308k|   0  26.0 |2255  3574 |3.11 1.73 0.81|1.0   0  90|   0     0 |   0     0 |  9   34    0   34    0
Jan 11 19:43:59 ubuntu dstat.sh[90415]: 11-01 19:43:59| 22   4  74   0   0|1235M  808M  229M 5456M|7407  1620 |   0    96k|   0  10.0 |1042  1210 |3.11 1.73 0.81|1.0   0 3.0|   0     0 |   0     0 |  9   34    0   34    0
Jan 11 19:44:00 ubuntu dstat.sh[90415]: 11-01 19:44:00| 23   4  73   0   0|1258M  785M  229M 5456M|  76k   70k|   0    76k|   0  8.98 |1477  2218 |3.11 1.73 0.81|1.0   0 2.0|   0     0 |   0     0 |  9   35    0   27    0
Jan 11 19:44:01 ubuntu dstat.sh[90415]: 11-01 19:44:01| 20   7  71   1   0|1214M  829M  229M 5456M| 155k  149k|   0  1740k|   0   101 |2402  4222 |3.11 1.73 0.81|1.0   0 101|   0     0 |   0     0 |  9   34    0   28    0
Jan 11 19:44:02 ubuntu dstat.sh[90415]: 11-01 19:44:02| 23   3  74   0   0|1255M  787M  229M 5456M|9766  1618 |   0    36k|   0  4.00 | 956  1205 |2.94 1.72 0.81|1.0   0   0|   0     0 |   0     0 |  9   34    0   28    0
Jan 11 19:44:03 ubuntu dstat.sh[90415]: 11-01 19:44:03| 20   6  72   0   0|1190M  853M  229M 5456M| 218k  211k|   0   569k|   0  40.0 |2193  4567 |2.94 1.72 0.81|2.0   0  94|   0     0 |   0     0 |  9   34    0   28    0
Jan 11 19:44:04 ubuntu dstat.sh[90415]: 11-01 19:44:04| 22   4  74   0   0|1234M  809M  229M 5456M|8692  1619 |   0   112k|   0  13.0 |1062  1369 |2.94 1.72 0.81|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   28    0
Jan 11 19:44:05 ubuntu dstat.sh[90415]: 11-01 19:44:05| 24   3  73   0   0|1258M  785M  229M 5456M| 229k  224k|   0   148k|   0  15.0 |1495  3721 |2.94 1.72 0.81|3.0   0   0|   0     0 |   0     0 |  9   35    0   29    0
Jan 11 19:44:06 ubuntu dstat.sh[90415]: 11-01 19:44:06| 23   5  72   0   0|1218M  824M  229M 5456M| 245k  229k|   0   248k|   0  26.0 |2268  3907 |2.94 1.72 0.81|1.0   0  32|   0     0 |   0     0 |  9   34    0   28    0
Jan 11 19:44:07 ubuntu dstat.sh[90415]: 11-01 19:44:07| 22   4  73   0   0|1257M  786M  229M 5456M|  57k   49k|   0   124k|   0  12.0 |1275  1692 |2.78 1.70 0.81|1.0   0   0|   0     0 |   0     0 |  9   35    0   28    0
Jan 11 19:44:08 ubuntu dstat.sh[90415]: 11-01 19:44:08| 31   5  62   0   0|1259M  784M  229M 5456M| 449k  443k|   0   156k|   0  15.0 |3687  9676 |2.78 1.70 0.81|1.0   0  34|   0     0 |   0     0 |  9   35    0   29    0
Jan 11 19:44:09 ubuntu dstat.sh[90415]: 11-01 19:44:09| 16  13  70   0   0|1191M  851M  229M 5456M| 119k  112k|   0    44k|   0  6.00 |2605  4214 |2.78 1.70 0.81|2.0   0 242|   0     0 |   0     0 |  9   34    0   29    0
Jan 11 19:44:10 ubuntu dstat.sh[90415]: 11-01 19:44:10| 40  10  49   0   0|1274M  768M  229M 5457M|  20k   13k|   0   504k|   0  27.0 |1966  3250 |2.78 1.70 0.81|2.0   0 169|   0     0 |   0     0 |  9   34    0   30    0
Jan 11 19:44:11 ubuntu dstat.sh[90415]: 11-01 19:44:11| 42   6  48   2   0|1366M  675M  229M 5458M|  20k   14k| 368k 1667k|24.0  35.0 |1640  2081 |2.78 1.70 0.81|2.0   0 4.0|   0     0 |   0     0 |  9   38    0   30    0
Jan 11 19:44:12 ubuntu dstat.sh[90415]: 11-01 19:44:12| 29   5  49  16   0|1298M  741M  229M 5460M|  15k 7605 |   0  5770k|   0   590 |4976  9221 |2.72 1.71 0.82|2.0   0  31|   0     0 |   0     0 |  9   38    0   30    0
Jan 11 19:44:13 ubuntu dstat.sh[90415]: 11-01 19:44:13| 28   4  44  21   0|1358M  680M  229M 5461M|  14k 6746 |   0  4809k|   0   551 |4382  8813 |2.72 1.71 0.82|1.0 1.0  28|   0     0 |   0     0 |  9   38    0   30    0
Jan 11 19:44:14 ubuntu dstat.sh[90415]: 11-01 19:44:14| 29   5  45  21   0|1387M  649M  229M 5462M|  12k 7220 |   0  5143k|   0   500 |4221  8357 |2.72 1.71 0.82|1.0 1.0  28|   0     0 |   0     0 |  9   38    0   28    0
Jan 11 19:44:15 ubuntu dstat.sh[90415]: 11-01 19:44:15| 28   5  47  19   0|1334M  700M  229M 5463M|  12k 7148 |   0  5260k|   0   604 |4178  9000 |2.72 1.71 0.82|1.0 1.0  35|   0     0 |   0     0 |  9   38    0   28    0
Jan 11 19:44:16 ubuntu dstat.sh[90415]: 11-01 19:44:16| 31   6  44  18   0|1388M  645M  230M 5464M|  15k 9812 |   0  4699k|   0   486 |4093  8628 |2.72 1.71 0.82|1.0 1.0  16|   0     0 |   0     0 |  9   38    0   28    0
Jan 11 19:44:17 ubuntu dstat.sh[90415]: 11-01 19:44:17| 33   4  52  10   0|1319M  714M  230M 5465M|  29k   24k|   0  5420k|   0   696 |5056    11k|2.74 1.73 0.83|1.0 1.0  12|   0     0 |   0     0 |  9   40    0   28    0
Jan 11 19:44:18 ubuntu dstat.sh[90415]: 11-01 19:44:18| 45   4  49   1   0|1337M  696M  230M 5465M|  16k 9183 |   0   825k|   0  94.1 |1692  2354 |2.74 1.73 0.83|2.0   0 6.0|   0     0 |   0     0 |  9   34    0   21    0
Jan 11 19:44:19 ubuntu dstat.sh[90415]: 11-01 19:44:19| 43   5  48   3   0|1390M  643M  230M 5465M|  68k   62k|   0  1564k|   0   230 |2908  5102 |2.74 1.73 0.83|2.0 1.0 2.0|   0     0 |   0     0 |  9   38    0   21    0
Jan 11 19:44:20 ubuntu dstat.sh[90415]: 11-01 19:44:20| 34   7  44  14   0|1342M  690M  230M 5465M| 213k  207k|   0    11M|   0  1283 |7704    17k|2.74 1.73 0.83|1.0 2.0 4.0|   0     0 |   0     0 |  9   38    0   19    0
Jan 11 19:44:21 ubuntu dstat.sh[90415]: 11-01 19:44:21| 33   8  46  13   0|1387M  645M  230M 5465M| 234k  219k|   0  5729k|   0  1040 |6768    16k|2.74 1.73 0.83|2.0 1.0 1.0|   0     0 |   0     0 |  9   38    0   19    0
Jan 11 19:44:22 ubuntu dstat.sh[90415]: 11-01 19:44:22| 36   8  49   6   0|1241M  790M  231M 5465M| 103k   97k|   0  2504k|   0   447 |3541  8582 |2.76 1.75 0.84|2.0   0 100|   0     0 |   0     0 |  9   34    0   19    0
Jan 11 19:44:23 ubuntu dstat.sh[90415]: 11-01 19:44:23| 23   3  73   0   0|1296M  735M  231M 5465M|6508  1620 |   0   160k|   0  8.00 |1149  1783 |2.76 1.75 0.84|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   19    0
Jan 11 19:44:24 ubuntu dstat.sh[90415]: 11-01 19:44:24| 22   3  72   1   0|1232M  799M  231M 5465M|7415  1456 |   0  6884k|   0   406 |1900  2883 |2.76 1.75 0.84|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   19    0
Jan 11 19:44:25 ubuntu dstat.sh[90415]: 11-01 19:44:25| 24   4  72   1   0|1289M  742M  231M 5465M|8603  1620 |   0  6857k|   0   397 |1654  2856 |2.76 1.75 0.84|1.0   0   0|   0     0 |   0     0 |  9   34    0   19    0
Jan 11 19:44:26 ubuntu dstat.sh[90415]: 11-01 19:44:26| 23   4  71   2   0|1221M  810M  231M 5465M|9500  1620 |   0  8411k|   0   562 |1825  3202 |2.76 1.75 0.84|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   19    0
Jan 11 19:44:27 ubuntu dstat.sh[90415]: 11-01 19:44:27| 23   3  74   0   0|1265M  766M  231M 5465M|8361  1622 |   0  3781k|   0   197 |1191  2079 |2.62 1.74 0.84|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   18    0
Jan 11 19:44:28 ubuntu dstat.sh[90415]: 11-01 19:44:28| 22   3  74   0   0|1317M  715M  231M 5465M|7828  1618 |   0     0 |   0     0 | 939  1123 |2.62 1.74 0.84|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   18    0
Jan 11 19:44:29 ubuntu dstat.sh[90415]: 11-01 19:44:29| 24   3  74   0   0|1233M  798M  231M 5465M|8471  1622 |   0     0 |   0     0 |1031  1302 |2.62 1.74 0.84|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   18    0
Jan 11 19:44:30 ubuntu dstat.sh[90415]: 11-01 19:44:30| 22   4  73   0   0|1241M  790M  231M 5465M|9880  1618 |   0   124k|   0  7.99 |1217  1533 |2.62 1.74 0.84|1.0   0 4.0|   0     0 |   0     0 |  9   34    0   18    0
Jan 11 19:44:31 ubuntu dstat.sh[90415]: 11-01 19:44:31| 22   3  73   1   0|1296M  735M  231M 5465M|7932  1621 |   0  1989k|   0   199 |1187  1260 |2.62 1.74 0.84|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   18    0
Jan 11 19:44:32 ubuntu dstat.sh[90415]: 11-01 19:44:32| 24   2  74   0   0|1314M  717M  231M 5465M|7364  1622 |   0     0 |   0     0 | 945  1157 |2.49 1.73 0.84|2.0   0   0|   0     0 |   0     0 |  9   34    0   18    0
Jan 11 19:44:33 ubuntu dstat.sh[90415]: 11-01 19:44:33| 22   4  73   0   0|1267M  764M  231M 5465M|  10k 1458 |   0     0 |   0     0 |1061  1300 |2.49 1.73 0.84|2.0   0 2.0|   0     0 |   0     0 |  9   34    0   17    0
Jan 11 19:44:34 ubuntu dstat.sh[90415]: 11-01 19:44:34| 23   3  74   0   0|1239M  792M  231M 5465M|7522  1620 |   0     0 |   0     0 |1023  1305 |2.49 1.73 0.84|2.0   0 2.0|   0     0 |   0     0 |  9   34    0   17    0
Jan 11 19:44:35 ubuntu dstat.sh[90415]: 11-01 19:44:35| 22   4  74   0   0|1287M  744M  231M 5465M|7350  1619 |   0     0 |   0     0 |1011  1129 |2.49 1.73 0.84|2.0   0   0|   0     0 |   0     0 |  9   34    0   15    0
Jan 11 19:44:36 ubuntu dstat.sh[90415]: 11-01 19:44:36| 22   4  74   0   0|1213M  818M  231M 5465M|  17k 1621 |   0   144k|   0  2.00 |1171  1608 |2.49 1.73 0.84|3.0   0  35|   0     0 |   0     0 |  9   34    0   15    0
Jan 11 19:44:37 ubuntu dstat.sh[90415]: 11-01 19:44:37|  8  20  71   0   0|1214M  817M  231M 5465M|7554  1618 |   0   503k|   0  5.99 |2690  4301 |2.29 1.70 0.84|3.0   0 401|   0     0 |   0     0 |  9   34    0   13    0
Jan 11 19:44:38 ubuntu dstat.sh[90415]: 11-01 19:44:38| 12  19  70   0   0|1214M  817M  231M 5465M|8227  1620 |   0   516k|   0  9.00 |2619  4183 |2.29 1.70 0.84|1.0   0 368|   0     0 |   0     0 |  9   34    0   13    0
Jan 11 19:44:39 ubuntu dstat.sh[90415]: 11-01 19:44:39| 10  19  70   0   0|1214M  817M  231M 5465M|7978  1724 |   0    84k|   0  1.00 |2687  4240 |2.29 1.70 0.84|1.0   0 385|   0     0 |   0     0 |  9   34    0   13    0
Jan 11 19:44:40 ubuntu dstat.sh[90415]: 11-01 19:44:40| 18   9  72   0   0|1257M  773M  231M 5466M|6559  1620 |   0   248k|   0  20.0 |1679  2678 |2.29 1.70 0.84|1.0   0  99|   0     0 |   0     0 |  9   34    0   13    0
Jan 11 19:44:41 ubuntu dstat.sh[90415]: 11-01 19:44:41| 22   4  74   0   0|1311M  719M  231M 5466M|7931  1620 |   0  1332k|   0  35.0 |1078  1480 |2.29 1.70 0.84|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Jan 11 19:44:42 ubuntu dstat.sh[90415]: 11-01 19:44:42| 23   3  74   0   0|1244M  787M  231M 5466M|6909  1458 |   0    16k|   0  1.00 | 978  1299 |2.19 1.69 0.84|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   10    0
Jan 11 19:44:43 ubuntu dstat.sh[90415]: 11-01 19:44:43| 23   2  74   0   0|1298M  733M  231M 5466M|9795  1620 |   0     0 |   0     0 | 990  1321 |2.19 1.69 0.84|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Jan 11 19:44:44 ubuntu dstat.sh[90415]: 11-01 19:44:44| 23   3  74   0   0|1225M  805M  231M 5466M|7806  1620 |   0    20k|   0  1.00 | 979  1289 |2.19 1.69 0.84|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Jan 11 19:44:45 ubuntu dstat.sh[90415]: 11-01 19:44:45| 22   3  74   0   0|1280M  751M  231M 5466M|9167  1618 |   0     0 |   0     0 |1070  1376 |2.19 1.69 0.84|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    9    0
Jan 11 19:44:46 ubuntu dstat.sh[90415]: 11-01 19:44:46| 23   3  74   0   0|1314M  717M  231M 5466M|  11k 1622 |   0   128k|   0  2.00 |1107  1334 |2.19 1.69 0.84|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    9    0
